"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"5964","406384","kariera","Computer knowledge (Word, Excel)","office software","0","knowledge","cross-sector"
"5965","406384","kariera","Professionalism, reliability, responsibility, adaptability, cooperation","show professional responsibility","0","skill/competence","cross-sector"
"5966","406385","kariera","Professionality","show professional responsibility","0","skill/competence","cross-sector"
"5967","406385","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"5968","406385","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"5969","406385","kariera","Reconciliation","handle conflicts","0","skill/competence","cross-sector"
"5970","406385","kariera","Adaptability","adapt to change","0","skill/competence","transversal"
"5971","406385","kariera","Cooperation","cooperate with colleagues","0","skill/competence","cross-sector"
"5972","406385","kariera","Knowledge of English (vocals)","sing","0","skill/competence","sector-specific"
"5973","406386","kariera","Knowledge of English language","english","0","knowledge","transversal"
"5974","406386","kariera","Knowledge of German language","german","0","knowledge","transversal"
"5975","406386","kariera","Excellent knowledge of Protel hotel program","hotel operations","0","knowledge","occupation-specific"
"5976","406386","kariera","Excellent computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"5977","406386","kariera","Word Excel skills","use microsoft office","0","skill/competence","cross-sector"
"5978","406386","kariera","Professionalism","show professional responsibility","0","skill/competence","cross-sector"
"5979","406386","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"5980","406386","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"5981","406386","kariera","Adaptability","adapt to change","0","skill/competence","transversal"
"5982","406386","kariera","Cooperation","cooperate with colleagues","0","skill/competence","cross-sector"
"5983","406386","kariera","5 hotel environment experience","hotel operations","0","knowledge","occupation-specific"
"5984","406387","kariera","Knowledge of MS Office applications","office software","0","knowledge","cross-sector"
"5985","406387","kariera","POS knowledge","business knowledge","0","knowledge","sector-specific"
"5986","406387","kariera","Ordering skills","prioritise tasks","0","skill/competence","cross-sector"
"5987","406387","kariera","Professionalism","show professional responsibility","0","skill/competence","cross-sector"
"5988","406387","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"5989","406387","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"5990","406387","kariera","Adaptive cooperation","work in teams","0","skill/competence","transversal"
"5991","406388","kariera","Knowledge of MS Office applications","office software","0","knowledge","cross-sector"
"5992","406388","kariera","POS knowledge","business knowledge","0","knowledge","sector-specific"
"5993","406388","kariera","Ordering skills","prioritise tasks","0","skill/competence","cross-sector"
"5994","406388","kariera","Professionality","show professional responsibility","0","skill/competence","cross-sector"
"5995","406388","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"5996","406388","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"5997","406388","kariera","Adaptive cooperation","work in teams","0","skill/competence","transversal"
"5998","406389","kariera","Knowledge of English","english","0","knowledge","transversal"
"5999","406389","kariera","Exceptional communication skills","be attentive","0","skill/competence","occupation-specific"
"6000","406389","kariera","Interpersonal skills","work as a team","0","skill/competence","cross-sector"
"6001","406389","kariera","Basic computer knowledge","use ict hardware","0","skill/competence","sector-specific"
"6002","406389","kariera","English language proficiency","english","0","knowledge","transversal"
"6003","406389","kariera","Good communication and interpersonal skills","be attentive","0","skill/competence","occupation-specific"
"6004","406389","kariera","Basic computer knowledge","use ict hardware","0","skill/competence","sector-specific"
"6005","406390","kariera","Excellent knowledge of booking systems","arrange bookings","0","skill/competence","occupation-specific"
"6006","406390","kariera","Comfort in volume management of incoming e-mails","handle mail","0","skill/competence","sector-specific"
"6007","406390","kariera","Knowledge of handling online systems","use e-services","0","skill/competence","transversal"
"6008","406390","kariera","Professional behavior and team spirit at work","work as a team","0","skill/competence","cross-sector"
"6009","406390","kariera","Harmonic cooperation with colleagues of other departments and external partners","cooperate at inter-professional level","0","skill/competence","sector-specific"
"6010","406391","kariera","Proficiency in English","english","0","knowledge","transversal"
"6011","406391","kariera","Excellent attention to details and guest focus","attention to detail","0","knowledge","cross-sector"
"6012","406392","kariera","Professionality","show professional responsibility","0","skill/competence","cross-sector"
"6013","406392","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"6014","406392","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"6015","406392","kariera","Communication","communication","0","knowledge","cross-sector"
"6016","406392","kariera","Perception","perceive the context","0","skill/competence","occupation-specific"
"6017","406392","kariera","Insight","customer insight","0","knowledge","sector-specific"
"6018","406392","kariera","Attention to detail","attention to detail","0","knowledge","cross-sector"
"6019","406392","kariera","Quality","manage quality","0","skill/competence","transversal"
"6020","406392","kariera","Group spirit","team building","0","knowledge","occupation-specific"
"6021","406392","kariera","Adaptability","adapt to change","0","skill/competence","transversal"
"6022","406392","kariera","Excellent knowledge of English","english","0","knowledge","transversal"
"6023","406392","kariera","Knowledge of MS Office applications and ERP knowledge/ordering system","office software","0","knowledge","cross-sector"
"6024","406393","kariera","Good knowledge of English","english","0","knowledge","transversal"
"6025","406393","kariera","Cardio-respiratory rejuvenation skills","breathing techniques","0","knowledge","cross-sector"
"6026","406393","kariera","Prevention and suppression of cardio-respiratory rejuvenation","resuscitation","0","knowledge","cross-sector"
"6027","406394","kariera","Good knowledge of English and German","german","0","knowledge","transversal"
"6028","406394","kariera","Computer skills","use a computer","0","skill/competence","cross-sector"
"6029","406394","kariera","Professionalism","show professional responsibility","0","skill/competence","cross-sector"
"6030","406394","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"6031","406394","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"6032","406394","kariera","Adaptability","adapt to change","0","skill/competence","transversal"
"6033","406394","kariera","Cooperation","cooperate with colleagues","0","skill/competence","cross-sector"
"6034","406395","kariera","Professionality","show professional responsibility","0","skill/competence","cross-sector"
"6035","406395","kariera","Reliability","assess reliability of data","0","skill/competence","cross-sector"
"6036","406395","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"6037","406395","kariera","Empathy","show empathy","0","skill/competence","sector-specific"
"6038","406395","kariera","Adaptability","adapt to change","0","skill/competence","transversal"
"6039","406395","kariera","Cooperation","cooperate with colleagues","0","skill/competence","cross-sector"
"6040","406395","kariera","Ideal in hotel environment","hotel operations","0","knowledge","occupation-specific"
"6041","406395","kariera","Knowledge of English","english","0","knowledge","transversal"
"6042","406396","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"6043","406396","kariera","Organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"6044","406396","kariera","Accuracy and attention to detail","attention to detail","0","knowledge","cross-sector"
"6045","406396","kariera","Group spirit","team building","0","knowledge","occupation-specific"
"6046","406396","kariera","Working capacity at 24 hours rolling shifts","work in shifts","0","skill/competence","cross-sector"
"6047","406396","kariera","Working capacity at 6 days work (Monday - Saturday)","analyse staff capacity","0","skill/competence","cross-sector"
"6048","406397","kariera","Good knowledge of computer usage","have computer literacy","0","skill/competence","cross-sector"
"6049","406397","kariera","Medium level of English language competence","english","0","knowledge","transversal"
"6050","406397","kariera","Communication and teamwork","work as a team","0","skill/competence","cross-sector"
"6051","406398","kariera","Excellent knowledge of electrical installations and modern systems","install electrical and electronic equipment","0","skill/competence","cross-sector"
"6052","406398","kariera","Foreign languages (English)","foreign languages for international careers","0","knowledge","cross-sector"
"6053","406398","kariera","MS Office application skills","office software","0","knowledge","cross-sector"
"6054","406400","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"6055","406400","kariera","Negotiating skills","handle conflicts","0","skill/competence","cross-sector"
"6056","406400","kariera","Experience in retail, wholesale or customer service","sell clothing items to customers","0","skill/competence","sector-specific"
"6057","406400","kariera","Basic knowledge of sales and customer service","assist customers","0","skill/competence","sector-specific"
"6058","406402","kariera","Knowledge of Canva or other image and video processing tools","operate video equipment","0","skill/competence","cross-sector"
"6059","406402","kariera","Site management knowledge in WordPress/WooCommerce","wordpress","0","knowledge","sector-specific"
"6060","406402","kariera","Knowledge of the Mailchimp platform","execute email marketing","0","skill/competence","cross-sector"
"6061","406402","kariera","Excellent use of Greek and English language","understand written greek","0","skill/competence","transversal"
"6062","406402","kariera","Related experience","relate empathetically","0","skill/competence","cross-sector"
"6063","406402","kariera","Time management and response to deadlines","meet deadlines","0","skill/competence","cross-sector"
"6064","406402","kariera","Excellent management, budget, creative thinking, flexibility, and responsibility","financial capability","0","knowledge","cross-sector"
"6065","406403","kariera","No degree or experience required","Not applicable","1",NULL,NULL
"6066","406403","kariera","Manual labor skills","use tools for construction and repair","0","skill/competence","sector-specific"
"6067","406404","kariera","Strong organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"6068","406404","kariera","Excellent communication capabilities","communication","0","knowledge","cross-sector"
"6069","406404","kariera","Customer-driven innovations","design customer experiences","0","skill/competence","cross-sector"
"6070","406404","kariera","MS Office literacy","use microsoft office","0","skill/competence","cross-sector"
"6071","406404","kariera","Fluency in English language both written and spoken","english","0","knowledge","transversal"
"6072","406405","kariera","Manual labor skills","use tools for construction and repair","0","skill/competence","sector-specific"
"6073","406405","kariera","Flexibility with different shifts","work in shifts","0","skill/competence","cross-sector"
"6074","406405","kariera","Ability to work on Saturdays","work in shifts","0","skill/competence","cross-sector"
"6075","406406","kariera","Manual labor experience is not required","No match found","1",NULL,NULL
"6076","406406","kariera","No degree or experience necessary","have computer literacy","0","skill/competence","cross-sector"
"6077","406407","kariera","No degree or experience required","Not applicable","1",NULL,NULL
"6078","406407","kariera","Talent for communication","communication","0","knowledge","cross-sector"
"6079","406407","kariera","Kindness","show empathy","0","skill/competence","sector-specific"
"6080","406409","kariera","Analytical thinking","think analytically","0","skill/competence","cross-sector"
"6081","406409","kariera","Problem-solving abilities","cognitive psychology","0","knowledge","cross-sector"
"6082","406409","kariera","Effective communication and strong presentation skills","conduct public presentations","0","skill/competence","cross-sector"
"6083","406409","kariera","Fast learning skills and quick adaptation to complex business environments","adapt to changing situations","0","skill/competence","cross-sector"
"6084","406409","kariera","Fluency in English","english","0","knowledge","transversal"
"6085","406410","kariera","Analytical thinking","think analytically","0","skill/competence","cross-sector"
"6086","406410","kariera","Problem-solving abilities","cognitive psychology","0","knowledge","cross-sector"
"6087","406410","kariera","Effective communication and strong presentation skills","conduct public presentations","0","skill/competence","cross-sector"
"6088","406410","kariera","Fast learning skills and quick adaptation to complex business environments","adapt to changing situations","0","skill/competence","cross-sector"
"6089","406410","kariera","Fluency in English language","english","0","knowledge","transversal"
"6090","406411","kariera","Excellent communication, negotiation, and presentation skills","capture people's attention","0","skill/competence","cross-sector"
"6091","406411","kariera","Ability to analyze data, market trends, and customer insights","customer insight","0","knowledge","sector-specific"
"6092","406412","kariera","MS Office suite skills","office software","0","knowledge","cross-sector"
"6093","406412","kariera","Working English level","english","0","knowledge","transversal"
"6094","406412","kariera","Good knowledge of international accounting standards","international financial reporting standards","0","knowledge","cross-sector"
"6095","406412","kariera","Good knowledge of Greek employment law","labour law","0","knowledge","sector-specific"
"6096","406413","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"6097","406413","kariera","Computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"6098","406413","kariera","Group spirit and analytical thinking","think analytically","0","skill/competence","cross-sector"
"6099","406413","kariera","Initiative and methodality","work independently","0","skill/competence","transversal"
"6100","406413","kariera","Ability to work under pressure","cope with pressure","0","skill/competence","transversal"
"6101","406413","kariera","Efficient time management","work efficiently","0","skill/competence","transversal"
"6102","406414","kariera","Strong technical knowledge","perform technically demanding tasks","0","skill/competence","cross-sector"
"6103","406414","kariera","Ability to read and understand technical drawings and manuals","read engineering drawings","0","skill/competence","cross-sector"
"6104","406414","kariera","Excellent problem-solving skills","address problems critically","0","skill/competence","cross-sector"
"6105","406414","kariera","Good knowledge of the English language (vocals and writings)","english","0","knowledge","transversal"
"6106","406414","kariera","Strong technical knowledge","perform technically demanding tasks","0","skill/competence","cross-sector"
"6107","406415","kariera","Ability to lift heavy objects","lift heavy weights","0","skill/competence","cross-sector"
"6108","406415","kariera","Physical stamina for demanding situations","deal with pressure from unexpected circumstances","0","skill/competence","sector-specific"
"6109","406415","kariera","Travel ability","accompany people","0","skill/competence","sector-specific"
"6110","406415","kariera","Customer communication and service skills","establish customer rapport","0","skill/competence","cross-sector"
"6111","406415","kariera","Groupship and cooperation","work in teams","0","skill/competence","transversal"
"6112","406415","kariera","Basic engineering skills (advantageous)","teach engineering principles","0","skill/competence","occupation-specific"
"6113","406415","kariera","Positive attitude","demonstrate enthusiasm","0","skill/competence","transversal"
"6114","406416","kariera","Desirable experience in a corresponding position","carry out job analysis","0","skill/competence","occupation-specific"
"6115","406417","kariera","Knowledge of networking protocols (TCP/IP, VLAN, VPN, routing)","ict communications protocols","0","knowledge","sector-specific"
"6116","406417","kariera","Network security systems (Firewalls, IDS/IPS)","implement a firewall","0","skill/competence","transversal"
"6117","406418","kariera","Organizing skills","work in an organised manner","0","skill/competence","cross-sector"
"6118","406418","kariera","Skills in communication and interpersonal relationships","interact with others","0","skill/competence","transversal"
"6119","406418","kariera","Competence to solve problems","create solutions to problems","0","skill/competence","cross-sector"
"6120","406418","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"6121","406419","kariera","Excellent knowledge of English language","english","0","knowledge","transversal"
"6122","406419","kariera","Second language knowledge (appreciated)","translate language concepts","0","skill/competence","cross-sector"
"6123","406419","kariera","Desired knowledge of Protel program","prolog","0",NULL,NULL
"6124","406419","kariera","Enthusiastic and pleasant personality","demonstrate enthusiasm","0","skill/competence","transversal"
"6125","406419","kariera","Accommodation, diet full, seminars education, personal development capabilities","teach hospitality principles","0","skill/competence","cross-sector"
"6126","406420","kariera","Excellent MS Office, Excel, Word knowledge","use microsoft office","0","skill/competence","cross-sector"
"6127","406420","kariera","Knowledge of accounting programs (e.g. EpsilonNet, EnterSoft)","use accounting systems","0","skill/competence","cross-sector"
"6128","406420","kariera","Very good knowledge of English","english","0","knowledge","transversal"
"6129","406422","kariera","Excellent knowledge of the English language","english","0","knowledge","transversal"
"6130","406422","kariera","Proficiency in using PC facilities","computer equipment","0","knowledge","sector-specific"
"6131","406423","kariera","Background in softone","find appropriate extras","0","skill/competence","occupation-specific"
"6132","406424","kariera","Basic knowledge of crane bridge operation","operate cranes","0","skill/competence","cross-sector"
"6133","406424","kariera","Attention to detail and methodicality","attention to detail","0","knowledge","cross-sector"
"6134","406424","kariera","Spirit of cooperation","cooperate with colleagues","0","skill/competence","cross-sector"
"6135","406424","kariera","Consistency","adjust solutions' consistency","0","skill/competence","cross-sector"
"6136","406425","kariera","Good knowledge of MS Excel","use microsoft office","0","skill/competence","cross-sector"
"6137","406425","kariera","Good knowledge of English","english","0","knowledge","transversal"
"6138","406426","kariera","Good knowledge of storage and stock management procedures","warehouse operations","0","knowledge","sector-specific"
"6139","406426","kariera","Working capability in low temperature conditions","work in cold environments","0","skill/competence","cross-sector"
"6140","406426","kariera","Knowledge of food hygiene and safety rules","food safety principles","0","knowledge","sector-specific"
"6141","406426","kariera","Knowledge of ERP systems or warehouse management","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"6142","406429","kariera","Knowledge of understanding of electrical design and electrical components","design electrical systems","0","skill/competence","cross-sector"
"6143","406429","kariera","Knowledge of industrial automation PLC experience","programmable logic controller","0","knowledge","cross-sector"
"6144","406429","kariera","Ability to work in shifts rolling hours","work in shifts","0","skill/competence","cross-sector"
"6145","406429","kariera","Technical experience in performing electrological tasks","operate electronic measuring instruments","0","skill/competence","sector-specific"
"6146","406429","kariera","Group and collaborative spirit","work as a team","0","skill/competence","cross-sector"
"6147","406429","kariera","Willingness to develop and learn","demonstrate willingness to learn","0","skill/competence","transversal"
"6148","406429","kariera","Flexibility and adaptability","adapt to change","0","skill/competence","transversal"
"6149","406429","kariera","Attention to detail consequence","attention to detail","0","knowledge","cross-sector"
"6150","406430","kariera","Experience in industrial tomato cultivation (optional)","research improvement of crop yields","0","skill/competence","cross-sector"
"6151","406430","kariera","Group skills and collaborative spirit","work in teams","0","skill/competence","transversal"
"6152","406430","kariera","Flexibility and adaptability","adapt to change","0","skill/competence","transversal"
"6153","406431","kariera","Good knowledge of English (written and spoken)","english","0","knowledge","transversal"
"6154","406431","kariera","Excellent communication and presentation skills","be attentive","0","skill/competence","occupation-specific"
"6155","406431","kariera","Ability to work under pressure and meet deadlines","deal with pressure from unexpected circumstances","0","skill/competence","sector-specific"
"6156","406431","kariera","Mechanologist or Electricalian previous service desired and not required","install electrical and electronic equipment","0","skill/competence","cross-sector"
"6157","406433","kariera","Good knowledge of English language (written and spoken)","english","0","knowledge","transversal"
"6158","406433","kariera","Good use of MS Office","use microsoft office","0","skill/competence","cross-sector"
"6159","406434","kariera","CRM program knowledge","customer relationship management","0","knowledge","cross-sector"
"6160","406434","kariera","Dat car damage costing program knowledge","check vehicle damage","0","skill/competence","cross-sector"
"6161","406434","kariera","English language skills","english","0","knowledge","transversal"
"6162","406434","kariera","Computer handling MS Office Excel ERP","use it tools","0","skill/competence","cross-sector"
"6163","406434","kariera","Active and dynamic personality with an appetite for work","work with broad variety of personalities","0","skill/competence","cross-sector"
"6164","406436","kariera","Knowledge and technical skills","provide technical training","0","skill/competence","cross-sector"
"6165","406436","kariera","Ability to work in shifts","work in shifts","0","skill/competence","cross-sector"
"6166","406436","kariera","Rolling hours group skills","work in teams","0","skill/competence","transversal"
"6167","406436","kariera","Collaborative spirit","cooperate with colleagues","0","skill/competence","cross-sector"
"6168","406437","kariera","Very good organisational and communication skills","be attentive","0","skill/competence","occupation-specific"
"6169","406437","kariera","Very good management of working time","manage time","0","skill/competence","transversal"
"6170","406437","kariera","Group spirit","team building","0","knowledge","occupation-specific"
"6171","406437","kariera","Developed feeling of professional responsibility","show professional responsibility","0","skill/competence","cross-sector"
"6172","406437","kariera","Orientation to the result","interpreting modes","0","knowledge","cross-sector"
"6173","406437","kariera","Knowledge of trends in fashion and competition","trends in fashion","0","knowledge","cross-sector"
"6174","406437","kariera","Experience in group management","lead a team","0","skill/competence","cross-sector"
"6175","406437","kariera","Very good handling knowledge H/Y MS Office","office software","0","knowledge","cross-sector"
"6176","406437","kariera","Good knowledge of English","english","0","knowledge","transversal"
"6177","406439","kariera","Knowledge of PLC programming","programmable logic controller","0","knowledge","cross-sector"
"6178","406439","kariera","Good understanding of automation and controls","automation technology","0","knowledge","cross-sector"
"6179","406439","kariera","Excellent knowledge of English language","english","0","knowledge","transversal"
"6180","406439","kariera","Very good knowledge in electronic design programs such as AutoCAD, EPLAN, SolidWorks etc.","design electrical systems","0","skill/competence","cross-sector"
"6181","406440","kariera","Strong written and verbal communication skills","communication","0","knowledge","cross-sector"
"6182","406440","kariera","Availability to prioritize and results-oriented","prioritise tasks","0","skill/competence","cross-sector"
"6183","406440","kariera","Familiarity with database systems and HR implementations","database management systems","0","knowledge","sector-specific"
"6184","406441","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"6185","406441","kariera","Excellent knowledge of computer programs and office services","office software","0","knowledge","cross-sector"
"6186","406442","kariera","Good knowledge of English language (written and spoken)","english","0","knowledge","transversal"
"6187","406442","kariera","Good use of MS Office","use microsoft office","0","skill/competence","cross-sector"
"6188","406443","kariera","Commercial relations consistency","maintain relationship with suppliers","0","skill/competence","sector-specific"
"6189","406443","kariera","Negotiating capacity","plan future capacity requirements","0","skill/competence","sector-specific"
"6190","406443","kariera","Disposal of service and commitment to the target","focus on service","0","skill/competence","cross-sector"
"6191","406443","kariera","Good interpersonal communication","communication","0","knowledge","cross-sector"
"6192","406443","kariera","Trade knowledge","pass on trade techniques","0","skill/competence","cross-sector"
"6193","406443","kariera","Investigating new markets","identify new business opportunities","0","skill/competence","cross-sector"
"6194","406443","kariera","Basic knowledge of English language","english","0","knowledge","transversal"
"6195","406443","kariera","Ability to use MS Office and commercial application ERP","office software","0","knowledge","cross-sector"
"6196","406444","kariera","Good knowledge of accounting programmes","accounting techniques","0","knowledge","cross-sector"
"6197","406444","kariera","Special familiarity with computer programs MS Office","office software","0","knowledge","cross-sector"
"6198","406444","kariera","Knowledge of English language","english","0","knowledge","transversal"
"6199","406445","kariera","Authorization","information confidentiality","0","knowledge","sector-specific"
"6200","406446","kariera","Microsoft Windows","windows phone","0","knowledge","sector-specific"
"6201","406446","kariera","Microsoft Windows Server operating systems","use digital device operating systems","0","skill/competence","transversal"
"6202","406446","kariera","Active Directory","distributed directory information services","0","knowledge","sector-specific"
"6203","406446","kariera","DNS","internet governance","0","knowledge","sector-specific"
"6204","406446","kariera","Group Policy","establish usage policies","0","skill/competence","occupation-specific"
"6205","406446","kariera","WordPress","wordpress","0","knowledge","sector-specific"
"6206","406446","kariera","Drupal","drupal","0","knowledge","sector-specific"
"6207","406447","kariera","Good knowledge of English","english","0","knowledge","transversal"
"6208","406447","kariera","Bicycle driving skills","drive two-wheeled vehicles","0","skill/competence","sector-specific"
"6209","406447","kariera","Good communication and sales skills","establish customer rapport","0","skill/competence","cross-sector"
"6210","406448","kariera","Knowledge of tablets and smartphone devices","operate handheld devices","0","skill/competence","transversal"
"6211","406448","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"6212","406448","kariera","Organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"6213","406449","kariera","Excellent computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"6214","406449","kariera","Excellent MS Office (Excel, Word, Outlook)","office software","0","knowledge","cross-sector"
"6215","406449","kariera","Very good knowledge of English in spoken and written speech","english","0","knowledge","transversal"
"6216","406449","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"6217","406449","kariera","ERP systems experience is an additional important asset","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"6218","406450","kariera","Good knowledge of English (written and spoken)","english","0","knowledge","transversal"
"6219","406450","kariera","Excellent MS Office skills (Word, Excel, PowerPoint, Outlook)","office software","0","knowledge","cross-sector"
"6220","406450","kariera","Knowledge of accounting and tax legislation","accounting department processes","0","knowledge","sector-specific"
"6221","406450","kariera","Desired knowledge of ERP EnterSoft","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"6222","406451","kariera","Excellent knowledge of English language","english","0","knowledge","transversal"
"6223","406451","kariera","Computer usage knowledge","computer equipment","0","knowledge","sector-specific"
"6224","406452","kariera","Communication","communication","0","knowledge","cross-sector"
"6225","406452","kariera","Teamwork","team building","0","knowledge","occupation-specific"
"6226","406452","kariera","HACCP knowledge","apply haccp","0","skill/competence","cross-sector"
"6227","406453","kariera","Computer literacy","have computer literacy","0","skill/competence","cross-sector"
"6228","406453","kariera","PMS programs experience","project management","0","knowledge","sector-specific"
"6229","406453","kariera","Excellent time-management and organizational skills","work efficiently","0","skill/competence","transversal"
"6230","406453","kariera","Strong communication and interpersonal skills","assertiveness","0","knowledge","sector-specific"
"6231","406453","kariera","Problem-solving skills","address problems critically","0","skill/competence","cross-sector"
"6232","406453","kariera","Partition in staff selection request","recruit personnel","0","skill/competence","cross-sector"
"6233","406454","kariera","Knowledge of contracts with contracted insurance funds","create insurance policies","0","skill/competence","cross-sector"
"6234","406454","kariera","Registration of diagnostic examinations in the information system","manage radiology information system","0","skill/competence","sector-specific"
"6235","406454","kariera","Fund management and issuing of documents/proofs","issue official documents","0","skill/competence","cross-sector"
"6236","406454","kariera","Contact with a coordinating centre for the approval and execution of diagnostic examinations of private insurance companies","review insurance process","0","skill/competence","sector-specific"
"6237","406455","kariera","Excellent knowledge of English","english","0","knowledge","transversal"
"6238","406455","kariera","Excellent knowledge of quality production and control procedures","oversee quality control","0","skill/competence","cross-sector"
"6239","406455","kariera","Excellent organizational skills and team management capacity","manage human resources","0","skill/competence","cross-sector"
"6240","406455","kariera","Knowledge in ISO and certification systems management","implement quality management systems","0","skill/competence","sector-specific"
"6241","406455","kariera","Decision-making and priority management capacity","make time-critical decisions","0","skill/competence","cross-sector"
"6242","406455","kariera","Ability to work under pressure and meet deadlines","deal with pressure from unexpected circumstances","0","skill/competence","sector-specific"
"6243","406455","kariera","Disposal for learning and gradual taking on a leading role in the department","provide leadership","0","skill/competence","cross-sector"
"6244","406455","kariera","Capacity to take initiatives and capacity to implement changes","apply change management","0","skill/competence","cross-sector"
"6245","406456","kariera","communication skills","communication principles","0","knowledge","cross-sector"
"6246","406456","kariera","team spirit","team building","0","knowledge","occupation-specific"
"6247","406456","kariera","integrity","morality","0","knowledge","cross-sector"
"6248","406456","kariera","professionalism","show professional responsibility","0","skill/competence","cross-sector"
"6249","406458","kariera","Comfort in communication","communication","0","knowledge","cross-sector"
"6250","406458","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"6251","406459","kariera","Excellent knowledge of competition and degradation proposals","develop competition policies","0","skill/competence","sector-specific"
"6252","406459","kariera","Ability to communicate","communication","0","knowledge","cross-sector"
"6253","406459","kariera","Ability to manage many activities at the same time","perform multiple tasks at the same time","0","skill/competence","cross-sector"
"6254","406459","kariera","Kindness","show empathy","0","skill/competence","sector-specific"
"6255","406459","kariera","Group spirit","team building","0","knowledge","occupation-specific"
"6256","406459","kariera","Knowledge of Greek and English","greek","0","knowledge","transversal"
"6257","406459","kariera","Job and professional development availability","provide assistance with job search","0","skill/competence","occupation-specific"
"6258","406460","kariera","PC and MS Office knowledge","office software","0","knowledge","cross-sector"
"6259","406460","kariera","English speech","speech techniques","0","knowledge","cross-sector"
"6260","406460","kariera","Current knowledge of PC and MS Office","office software","0","knowledge","cross-sector"
"6261","406460","kariera","Knowledge of English","english","0","knowledge","transversal"
"6262","406462","kariera","Excellent knowledge of English","english","0","knowledge","transversal"
"6263","406462","kariera","Excellent knowledge of quality production and control procedures","oversee quality control","0","skill/competence","cross-sector"
"6264","406462","kariera","Excellent organizational skills and team management capacity","manage human resources","0","skill/competence","cross-sector"
"6265","406462","kariera","Knowledge in ISO and certification systems management","implement quality management systems","0","skill/competence","sector-specific"
"6266","406462","kariera","Decision-making and priority management capacity","make time-critical decisions","0","skill/competence","cross-sector"
"6267","406462","kariera","Ability to work under pressure and meet deadlines","deal with pressure from unexpected circumstances","0","skill/competence","sector-specific"
"6268","406464","kariera","Great sense of perception","have spatial awareness","0","skill/competence","cross-sector"
"6269","406464","kariera","Good knowledge and handling of Softone system (ERP)","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"6270","406464","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"6271","406464","kariera","Knowledge of Softone system (ERP)","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"6272","406465","kariera","Very good knowledge of English","english","0","knowledge","transversal"
"6273","406465","kariera","Good MS Office knowledge","office software","0","knowledge","cross-sector"
"6274","406465","kariera","Ability to understand and analyze data","process data","0","skill/competence","cross-sector"
"6275","406465","kariera","Command and leadership skills","lead a team","0","skill/competence","cross-sector"
"6276","406465","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"6277","406465","kariera","Multitasking ability","perform multiple tasks at the same time","0","skill/competence","cross-sector"
"6278","406465","kariera","Time management and priorities","prioritise tasks","0","skill/competence","cross-sector"
"6279","406466","kariera","Knowledge of accounting application and tax legislation","accounting department processes","0","knowledge","sector-specific"
"6280","406466","kariera","Knowledge of accounting programs (Softone)","accounting","0","knowledge","cross-sector"
"6281","406466","kariera","Good knowledge of the use of computers and Microsoft Office (Word, Excel)","have computer literacy","0","skill/competence","cross-sector"
"6282","406466","kariera","English language","english","0","knowledge","transversal"
"6283","406466","kariera","Good knowledge of Greek accounting standards","national generally accepted accounting principles","0","knowledge","cross-sector"
"6284","406466","kariera","Experience in Greek accounting standards","national generally accepted accounting principles","0","knowledge","cross-sector"
"6285","406467","kariera","Powerful phone contacts handling skills","communicate by telephone","0","skill/competence","cross-sector"
"6286","406467","kariera","Knowledge with systems (Atlantis will be appreciated)","systems theory","0","knowledge","sector-specific"
