"id","foreign_key_id","source","qualification","eqf_level"
"2332","513641","skywalker","Graduate / School of Tourism","5"
"2333","513642","skywalker","Graduate in higher or higher education","6"
"2334","513642","skywalker","Similar experience as an electrician maintainer in a 4 or 5 star hotel","0"
"2335","513643","skywalker","pre-service in corresponding position","0"
"2336","513644","skywalker","Professional experience in hotels 4 and/or luxury restaurants","0"
"2337","513644","skywalker","Graduate in tourism or similar schools","6"
"2338","513645","skywalker","Military obligations (for male candidates)","0"
"2339","513646","skywalker","Holder of a driving license","2"
"2340","513646","skywalker","Driving license","2"
"2341","513647","skywalker","Previous experience as a barista or in a similar position","0"
"2342","513648","skywalker","Degree in Mechanical Engineer/Electrical Engineering (AEI/TEI)","6"
"2343","513648","skywalker","At least 3 years of experience in a corresponding supply department/electronic equipment store","0"
"2344","513650","skywalker","pre-service in a similar position","0"
"2345","513650","skywalker","focus experience will be considered an additional qualification","0"
"2346","513651","skywalker","Pre-service at least 2 years in a corresponding location in a 4 or 5 hotel","0"
"2347","513652","skywalker","Professional experience in a similar position in large hotel units (4 or 5 stars)","0"
"2348","513653","skywalker","Similar experience","0"
"2349","513654","skywalker","Proportional experience","0"
"2350","513655","skywalker","Previous experience in a similar hotel location or similar environment","0"
"2351","513655","skywalker","Previous experience in a similar role","0"
"2352","513657","skywalker","Experience in food management of 4-5 star hotels","0"
"2353","513658","skywalker","Degree or Master's degree in the field of Information and Communication Technologies (ICT)","7"
"2354","513658","skywalker","Professional experience at least three years in user technical support issues","0"
"2355","513658","skywalker","Optional: one year of experience in analysis and documentation of procedures using relevant tools (e.g. wiki), knowledge with user service tools (e.g. OTRS ticketing system, Atlassian Jira) and collaborative tools (e.g. Slack, Asana)","0"
"2356","513661","skywalker","Previous experience in hospitality industry","0"
"2357","513662","skywalker","Previous experience in a corresponding position, ideal in hotels 4 or 5","0"
"2358","513663","skywalker","Prior experience as a bartender/barista in a restaurant or hotel setting","0"
"2359","513663","skywalker","Prior experience as a bartender/barista in a restaurant or hotel setting is preferred.","0"
"2360","513664","skywalker","Prior experience as a waiter/waitress in a restaurant or hotel","0"
"2361","513664","skywalker","Bachelor's degree (partition in educational programs)","6"
"2362","513665","skywalker","Tourist education qualifications","4"
"2363","513665","skywalker","Experience in booking, reception or hotel sales department","0"
"2364","513666","skywalker","Compulsory leave to practise a profession","6"
"2365","513667","skywalker","Consistent military obligations for male candidates","0"
"2366","513668","skywalker","Degree in Engineering (Mechanist, Industrial or similar)","6"
"2367","513668","skywalker","At least 3 years of experience in procurement or certificate management","0"
"2368","513670","skywalker","Fulfilled military obligations","0"
"2369","513673","skywalker","Experience in a corresponding position","0"
"2370","513673","skywalker","Driver's license","2"
"2371","513673","skywalker","Degree in higher education","6"
"2372","513673","skywalker","Service of at least 2 years as a seller in B2B or F2F sales","0"
"2373","513685","skywalker","Higher education degree","6"
"2374","513685","skywalker","Experience in sales support role","0"
"2375","513688","skywalker","Experience in a similar position in the tourism sector","0"
"2376","513688","skywalker","Experience in a similar position within the tourism industry","0"
"2377","405902","kariera","SoftOne military obligations fulfilled for men","0"
"2378","405902","kariera","Graduated from AEI","4"
"2379","405902","kariera","Previous corresponding work experience as Electronic Store Manager","0"
"2380","405902","kariera","Previous experience in a bookstore will be evaluated","0"
"2381","405905","kariera","Degree in Chemical Engineering or Chemical Postgraduate Studies (MSc level)","7"
"2382","405905","kariera","Fulfilled military obligations","0"
"2383","405906","kariera","EU passport or valid residence permit","0"
"2384","405906","kariera","Globally recognized culinary qualification","4"
"2385","405906","kariera","Degree in hotel and catering management (plus)","6"
"2386","405907","kariera","EU passport or valid residence permit","0"
"2387","405907","kariera","ENKA certification or similar","4"
"2388","405907","kariera","BLS certification","4"
"2389","405907","kariera","CPR certification","2"
"2390","405907","kariera","First aid certificate","2"
"2391","405908","kariera","EU passport or valid residence permit","0"
"2392","405908","kariera","1 year of cultural experience","0"
"2393","405909","kariera","EU passport or valid residence permit is mandatory in order to work in Greece","0"
"2394","405909","kariera","Minimum of 3 years housekeeping experience","0"
"2395","405909","kariera","2 years experience in a supervisory position in a luxury resort/hotel","0"
"2396","405910","kariera","License in physiotherapy or related field","6"
"2397","405910","kariera","EU passport or valid residence permit","0"
"2398","405910","kariera","Minimum of 2 years experience as a licensed spa therapist in a luxury hotel","0"
"2399","405911","kariera","EU passport or valid residence permit","0"
"2400","405911","kariera","Minimum of 1 year working experience in cleaning","0"
"2401","405912","kariera","Greek citizen or with valid residence and employment permit in Greece","0"
"2402","405912","kariera","At least 1 year in the area of cleanliness","0"
"2403","405913","kariera","EU passport or valid residence permit is mandatory in order to work in Greece","0"
"2404","405913","kariera","Valid Greek security personal work period","0"
"2405","405913","kariera","Experience in a similar position previously in a luxury setting","0"
"2406","405914","kariera","Degree in Technical Direction","6"
"2407","405914","kariera","At least 3 years experience in a sales department of construction materials and metals products","0"
"2408","405914","kariera","Pre-sales service in the aluminium sector (additional qualification)","4"
"2409","405915","kariera","EU passport or valid residence permit","0"
"2410","405915","kariera","Degree in Hospitality Management (optional)","6"
"2411","405916","kariera","Minimum of 2 years bartending experience","0"
"2412","405916","kariera","EU passport or valid residence permit is mandatory in order to work in Greece","0"
"2413","405917","kariera","EU passport or valid residence permit","0"
"2414","405917","kariera","Minimum of 2 years working experience in a luxury hotel or high-end restaurant operation","0"
"2415","405918","kariera","EU passport or valid residence permit","0"
"2416","405918","kariera","Minimum 1 year working experience in a luxury hotel or high-end restaurant operation","0"
"2417","405919","kariera","2 years bartending experience","0"
"2418","405919","kariera","EU passport or valid residence permit is mandatory in Greece","0"
"2419","405919","kariera","Minimum of 2 years bartending experience","0"
"2420","405920","kariera","EU passport or valid residence permit","0"
"2421","405920","kariera","Minimum of 1 year working experience in a luxury hotel or high-end restaurant operation","0"
"2422","405921","kariera","Security work permit in effect","0"
"2423","405921","kariera","Experience in a similar position preferably in high-lux hotels environment","0"
"2424","405921","kariera","Security personnel work permit in effect","0"
"2425","405921","kariera","Experience in a similar position preferably in high-lux hotels environment","0"
"2426","405922","kariera","Age 18-29 years","0"
"2427","405922","kariera","Active unemployment card","0"
"2428","405923","kariera","previous experience in logistics or supply chain management","0"
"2429","405924","kariera","Graduate in Greek Tourism or abroad","6"
"2430","405924","kariera","Minimum experience of 2 years in a corresponding position in 5-star hotels","0"
"2431","405925","kariera","Degree in higher education","6"
"2432","405925","kariera","Previous experience in a similar sales position","0"
"2433","405925","kariera","Ideal in the hyper market super market","0"
"2434","405925","kariera","Car driving license availability","0"
"2435","405925","kariera","Degree in higher education","6"
"2436","405925","kariera","Previous experience in a similar sales position","0"
"2437","405926","kariera","Culinary degree or equivalent certification","5"
"2438","405926","kariera","Minimum of 3 years of experience in a professional kitchen","0"
"2439","405926","kariera","Culinary degree or equivalent certification from a recognized cultural institution","5"
"2440","405926","kariera","Minimum of 3 years of experience in a professional kitchen with a focus on high-volume or fine dining environments","0"
"2441","405927","kariera","Experience in 5-star hotels","0"
"2442","405928","kariera","High school certificate","3"
"2443","405929","kariera","Degree from a bartender/barista school","4"
"2444","405929","kariera","Previous service: 3-5 years","0"
"2445","405930","kariera","At least 3 years in a corresponding position","0"
"2446","405931","kariera","previous experience","0"
"2447","405931","kariera","working experience","0"
"2448","405931","kariera","degrees","6"
"2449","405931","kariera","certifications","3"
"2450","405932","kariera","Culinary degree or equivalent certification from a recognized cultural institution","5"
"2451","405932","kariera","Minimum of 3 years of experience in a professional kitchen with a focus on high-volume or fine dining environments","0"
"2452","405934","kariera","Higher or higher school degree in fields of economics, business administration, D. human resources","6"
"2453","405934","kariera","Masters degree or other professional certification","7"
"2454","405934","kariera","Experience of at least 5 years in a corresponding position","0"
"2455","406070","kariera","Live in Thessaloniki","0"
"2456","406122","kariera","Bachelor's degree in Computer Science or related field","6"
"2457","406122","kariera","Minimum 2 years of experience as a software engineer","0"
"2458","406123","kariera","Bachelor's degree in Computer Science or related field","6"
"2459","406123","kariera","2+ years of software development experience","0"
"2460","406124","kariera","Degree or Master's degree in a relevant field (will be considered an asset)","7"
"2461","406124","kariera","Certification as a sommelier is beneficial (WSET or equivalent)","4"
"2462","406124","kariera","Previous service of at least 3 years in a corresponding position in high-end A La Carte restaurant","0"
"2463","406125","kariera","Personal Security License","3"
"2464","406125","kariera","High School Certificate","4"
"2465","406126","kariera","Security driving license (third category for driver position)","3"
"2466","406126","kariera","Paid military obligations for male candidates","0"
"2467","406126","kariera","Third category security driving license","3"
"2468","406127","kariera","Personal Security License","3"
"2469","406127","kariera","High School Certificate","4"
"2470","406128","kariera","Personal Security License","3"
"2471","406128","kariera","High School Certificate","4"
"2472","406129","kariera","Personal Security License","3"
"2473","406129","kariera","High School Certificate","3"
"2474","406130","kariera","B category car driver license","2"
"2475","406130","kariera","Previous sales position and/or commercial activity experience","0"
"2476","406131","kariera","Personal Security License","3"
"2477","406131","kariera","Previous experience in the subject area","0"
"2478","406131","kariera","Higher school degree","4"
"2479","406132","kariera","Professional driver's license (C category)","2"
"2480","406132","kariera","Certificate of professional competence (P.E.I.)","4"
"2481","406132","kariera","Digital tachograph card","2"
"2482","406132","kariera","Previous service as a driver in a truck","0"
"2483","406132","kariera","Professional drivers license C category","3"
"2484","406132","kariera","Certificate of professional competence P.E.I.","4"
"2485","406132","kariera","Digital tachograph card","2"
"2486","406133","kariera","Introductory monthly salary","0"
"2487","406133","kariera","Three-year recognition sign-in bonus","0"
"2488","406133","kariera","250 euros","0"
"2489","406134","kariera","Security possibility for full-time candidates","0"
"2490","406134","kariera","Paid military obligations for male candidates","0"
"2491","406135","kariera","At least 2-3 years experience on a similar position in an international company","0"
"2492","406135","kariera","Degree in Engineering, Supply Chain/Logistics Management, Business Administration or a related field","6"
"2493","406136","kariera","2-3 years in a corresponding position in 5 star hotels","0"
"2494","406136","kariera","Pre-service experience","0"
"2495","406136","kariera","Previous working experience in 5-star hotels","0"
"2496","406137","kariera","Tourism or corresponding school degree","4"
"2497","406137","kariera","Previous experience in a similar position","0"
"2498","406137","kariera","Working experience of 3-5 years in a relevant position in 5 hotel","0"
"2499","406137","kariera","Degree in Hospitality","6"
"2500","406138","kariera","Pre-service in corresponding position","0"
"2501","406140","kariera","Previous experience in women's clothing in a similar position of responsibility","0"
"2502","406140","kariera","Previous experience in a visual merchandiser position will be considered an additional qualification","0"
"2503","406140","kariera","Bachelor's Degree or equivalent","6"
"2504","406141","kariera","Previous service in the retail sector","0"
"2505","406141","kariera","Previous service in the clothing, footwear, accessories sector (additional qualification)","0"
"2506","406141","kariera","Bachelor’s Degree or equivalent","6"
"2507","406142","kariera","Previous experience in women's clothing in a similar position of responsibility","0"
"2508","406142","kariera","Previous experience as visual merchandiser will be considered an additional qualification","0"
"2509","406142","kariera","Bachelor's Degree or equivalent","6"
"2510","406143","kariera","Required experience in hotels","0"
"2511","406144","kariera","At least 2 years old experience as Graphic Designer, ideally in fashion","0"
"2512","406145","kariera","Graduate in Greek and foreign tourism","6"
"2513","406145","kariera","Similar experience in respective hotels (4-5 stars)","0"
"2514","406146","kariera","TEI or AEI or other faculty degree","6"
"2515","406146","kariera","Alumni qualifications","3"
"2516","406147","kariera","Professional drivers license of category 3 and P.E.I.","2"
"2517","406147","kariera","Pre-service in a corresponding position","0"
"2518","406148","kariera","Permanent resident of Thessaloniki","0"
"2519","406149","kariera","Experience in a similar position in an organized company","0"
"2520","406150","kariera","Professional certification of an insurance agent from the TE (mandatory)","4"
"2521","406151","kariera","CCNP or equivalent","5"
"2522","406151","kariera","Bachelor's degree in Computer Science, Information Technology, Telecommunications or related field","6"
"2523","406151","kariera","Minimum of 5 years of experience in telecommunications and networking management","0"
"2524","406152","kariera","University degree, Greek or foreign, in Informatics","6"
"2525","406152","kariera","Proven professional experience in the development of mobile applications (ideal with Xamarin Forms and/or .NET MAUI)","0"
"2526","406153","kariera","Degree in Economics, Accounting, Human Resources or related field","6"
"2527","406153","kariera","Proven experience in payroll management, preferably in the hospitality industry","0"
"2528","406342","kariera","Technical school/EPAL/EC degree","4"
"2529","406343","kariera","High school certificate","4"
"2530","406343","kariera","Previous service in a corresponding position will be assessed","0"
"2531","406344","kariera","High School Certificate","4"
"2532","406344","kariera","Previous service in a corresponding position (estimated)","0"
"2533","406345","kariera","Technical school/EPAL/EC degree","4"
"2534","406346","kariera","Previous service of at least 6 months in customer relations management positions","0"
"2535","406346","kariera","AEI/TEI/Lyceum education","4"
"2536","406347","kariera","Degree in Supply Chain Management (preferably)","6"
"2537","406347","kariera","Previous service of 2-3 years in retail trade (preferably)","0"
"2538","406348","kariera","Minimum 1 year experience as a Waiter/Waitress in a 4 or 5-star hotel or an A La Carte restaurant","0"
"2539","406348","kariera","Degree in Hospitality/Tourism (will be held as an asset)","6"
"2540","406349","kariera","At least 1 year experience in a similar position within the hospitality sector","0"
"2541","406349","kariera","Additional education, training, certifications or experience will be shared as an asset","4"
"2542","406350","kariera","Over 3 years of experience in a production position in a similar technical or industry industry","0"
"2543","406350","kariera","Degree in Mechanical or Chemical Engineering, AI or TEI","6"
"2544","406351","kariera","Bachelor's or Master's degree in Marketing, Business, Hospitality Management, Data Analytics or related field","6"
"2545","406351","kariera","5 years of experience in CRM management within hospitality/travel/luxury retail industries","0"
"2546","406351","kariera","Proven experience in implementing and managing CRM platforms in hospitality industries","0"
"2547","406352","kariera","Degree in higher education","6"
"2548","406352","kariera","Preservice in sales of technology products (will be appreciated)","3"
"2549","406354","kariera","Commitment to achieving the I.H.","0"
"2550","406354","kariera","Previous service in a sales or product promotion role will be assessed","0"
"2551","406355","kariera","Positive direction degree Mechanology/ Chemical Mechanical essential experience from an industrial environment in a packaging area","5"
"2552","406356","kariera","Previous experience in customer service or related field","0"
"2553","406356","kariera","High school diploma or equivalent","4"
"2554","406357","kariera","Graduate in Accounting or Economic Sciences","6"
"2555","406357","kariera","Previous service 1-2 years in a corresponding position","0"
"2556","406359","kariera","2 years of working experience as a product manager in an agile team","0"
"2557","406360","kariera","Previous working experience in a similar position","0"
"2558","406361","kariera","Proof of prior service in the field of pricing and issuing documents for at least two years","0"
"2559","406361","kariera","High school diploma or equivalent","4"
"2560","406362","kariera","Previous experience in a food store","0"
"2561","406363","kariera","Previous sales experience (3 years)","0"
"2562","406363","kariera","Minimum previous sales experience (3 years)","0"
"2563","406363","kariera","Degree in ECDL","5"
"2564","406364","kariera","Degree in Engineering (AEI / TEI)","6"
"2565","406364","kariera","Fulfilled military obligations for men","0"
"2566","406366","kariera","Class B driving license valid for at least 2 years","0"
"2567","406366","kariera","Previous service as a driver in tourist areas (preferable)","0"
"2568","406367","kariera","At least 2 years of experience in a retail store, ideally in a technology store","0"
"2569","406368","kariera","Work in a corresponding position at least 1 year","0"
"2570","406368","kariera","Holder of a third class driving licence","2"
"2571","406368","kariera","E-tachograph card","0"
"2572","406368","kariera","P.E.I.","3"
"2573","406369","kariera","Graduate of schools directed by marketing and business administration","4"
"2574","406369","kariera","Permanent resident of Thessaloniki","0"
"2575","406370","kariera","Previous work experience in a call center","0"
"2576","406370","kariera","High school certificate","3"
"2577","406371","kariera","2-3 years experience in external sales position","0"
"2578","406371","kariera","Driving license","2"
"2579","406371","kariera","Graduate of higher or private school (technical concept)","4"
"2580","406372","kariera","Degree in Accounting or Finance or related sectors","6"
"2581","406372","kariera","At least 3-5 years of service in a corresponding position (preferably in an industrial unit)","0"
"2582","406372","kariera","Accountant license (first or second class)","6"
"2583","406373","kariera","Degree in AEI/TSI with direction in Accounting Finance","6"
"2584","406373","kariera","5 years of experience in a computerized accounting department","0"
"2585","406373","kariera","Holder of a means of transport","0"
"2586","406373","kariera","Fulfilled military obligations","0"
"2587","406373","kariera","Degree in AEI/TSI with direction in Accounting Finance","6"
"2588","406373","kariera","5 years of experience in a computerized accounting department","0"
"2589","406373","kariera","Holder of a means of transport","0"
"2590","406373","kariera","Fulfilled military obligations","0"
"2591","406374","kariera","Graduate/School Pastry Professional","4"
"2592","406374","kariera","Experience in a corresponding position with specialization in ice cream and chocolate","0"
"2593","406375","kariera","Security permit (JEPYA Law 2518/97 in force)","2"
"2594","406376","kariera","Essential qualifications not specified","0"
"2595","406376","kariera","Desirable experience in a food store","0"
"2596","406377","kariera","Senior management experience from automotive industry (more than 15 years)","0"
"2597","406377","kariera","Operational leadership companies","6"
"2598","406378","kariera","Car driver's license","2"
"2599","406378","kariera","High school graduate","4"
"2600","406378","kariera","At least 3 years of experience in a corresponding position","0"
"2601","406379","kariera","Previous service in a similar location or in a warehouse environment","0"
"2602","406380","kariera","Professional experience","0"
"2603","406380","kariera","Maximum age: 40 years","0"
"2604","406381","kariera","At least 2 years of experience in a similar position in catering shops","0"
"2605","406381","kariera","Essential supporting documents for work in health stores","2"
"2606","406382","kariera","Tourist education qualifications","4"
"2607","406382","kariera","2 years experience in a corresponding department (ideal in hotel environment)","0"
"2608","406383","kariera","High school graduate or higher","4"
"2609","406383","kariera","Experience as an office employee in a position of support","0"
"2610","406384","kariera","Tourist education/diploma/degree/studies","4"
"2611","406384","kariera","2 years experience at a corresponding post (ideal in 5 years)","0"
"2612","406385","kariera","At least 1 year of experience in a corresponding department, ideal in hotel environment.","0"
"2613","406386","kariera","Tourist education/diploma/graduate/studies will be considered","3"
"2614","406386","kariera","Experience in 2 years in a corresponding department (ideal)","0"
"2615","406387","kariera","Necessary tourist education qualifications","2"
"2616","406387","kariera","At least 2 years experience in the food and beverage section of a 4 or 5-star hotel","0"
"2617","406388","kariera","Necessary tourist education qualifications","4"
"2618","406388","kariera","Experience in the food and beverage section at a 4 or 5 hotel (appreciated)","0"
"2619","406390","kariera","Previous service in a corresponding location either in a hotel or in a tourist office","0"
"2620","406390","kariera","Previous experience in customer service, preferably in a hotel or tourist office setting","0"
"2621","406391","kariera","Certification in nail treatments or aesthetics","2"
"2622","406391","kariera","At least 2 years of experience in a similar role","0"
"2623","406392","kariera","Tourism education/diploma/degree/studies","5"
"2624","406392","kariera","3 years experience in a corresponding department, ideal in hotel environment","0"
"2625","406393","kariera","First aid certification","2"
"2626","406393","kariera","Lifeguard school degree","4"
"2627","406394","kariera","Preschool teacher/Baby nurse TE professional experience in a corresponding position will be appreciated","4"
"2628","406395","kariera","1 year experience in a corresponding section","0"
"2629","406396","kariera","Previous service in a corresponding company","0"
"2630","406397","kariera","Holder of a second category diploma","4"
"2631","406397","kariera","Fulfilled military obligations","0"
"2632","406398","kariera","At least 2-3 years of experience in the hotel industry","0"
"2633","406398","kariera","Preferably in large hotels","0"
"2634","406398","kariera","Bachelor's Degree or equivalent","6"
"2635","406399","kariera","3rd Class License","4"
"2636","406399","kariera","Category C Licence Operator Licence","3"
"2637","406399","kariera","Assistant Grab Operator Licence","4"
"2638","406399","kariera","Optional: Certificate of Professional Competence","4"
"2639","406401","kariera","Excellent education and development prospects","0"
"2640","406404","kariera","BSC in Business Administration, Marketing, Economics or any other relevant field","6"
"2641","406404","kariera","MSc / MBA would be an asset","7"
"2642","406404","kariera","At least 2-3 years working experience in retail and/or trade marketing preceding at a multinational environment","0"
"2643","406405","kariera","Previous experience in cleaning or manual labor","0"
"2644","406408","kariera","previous experience","0"
"2645","406408","kariera","working experience","0"
"2646","406408","kariera","degrees","6"
"2647","406408","kariera","certifications","3"
"2648","406408","kariera","licenses","3"
"2649","406409","kariera","Degree in Computer Science or a relative discipline","7"
"2650","406409","kariera","Up to 1 year of experience in IT consulting, business analysis, manual or automation testing, SW engineering","0"
"2651","406410","kariera","Degree in Computer Science or relative discipline","7"
"2652","406410","kariera","Up to 1 year of experience in IT consulting, business analysis, manual or automation testing, SW engineering","0"
"2653","406411","kariera","Bachelor's degree in Business, Marketing, Engineering or a related field","6"
"2654","406411","kariera","5 years of experience in Key Account Management, Product Management or a related role","0"
"2655","406412","kariera","Accounting degree","6"
"2656","406412","kariera","Substantive experience in accounting and financial reporting","0"
"2657","406412","kariera","Accounting degree","6"
"2658","406412","kariera","Substantive experience in accounting and financial reporting","0"
"2659","406413","kariera","Electrologist degree (optional)","6"
"2660","406413","kariera","T.E.I. (Technical Education Institute)","4"
"2661","406414","kariera","Proven experience as an electrician in commercial and/or industrial electrical systems","0"
"2662","406414","kariera","Proven experience as an electrician in commercial and/or industrial electrical systems","0"
"2663","406415","kariera","C-class license","3"
"2664","406415","kariera","Fulfilled military obligations","0"
"2665","406415","kariera","Diploma or equivalent","5"
"2666","406415","kariera","Previous experience in logistics or supply chain management","0"
"2667","406416","kariera","Secondary school certificate","2"
"2668","406417","kariera","Graduate in Informatics Network Engineering or related disciplines","6"
"2669","406417","kariera","CCNA CCNP or equivalent certifications","5"
"2670","406418","kariera","Sales experience in a retail store (at least 2 years)","0"
"2671","406418","kariera","At least 2 years of sales experience in a retail store","0"
"2672","406418","kariera","Desired sales experience in an optical store will be considered an additional qualification","0"
"2673","406419","kariera","Previous service in a corresponding position","0"
"2674","406420","kariera","Degree in Accounting or Finance","6"
"2675","406420","kariera","At least 2 years of experience in a corresponding position","0"
"2676","406421","kariera","Graduate in Technical School","4"
"2677","406421","kariera","Driver's Degree","3"
"2678","406421","kariera","Fulfilled Military Obligations","0"
"2679","406421","kariera","Pre-service in a corresponding position","0"
"2680","406422","kariera","Previous service in a corresponding position","0"
"2681","406422","kariera","Previous experience in a related field","0"
"2682","406424","kariera","Fulfilled military obligations","0"
"2683","406424","kariera","Previous experience in production or manufacturing environment","0"
"2684","406425","kariera","Bachelor's degree in Economics, Finance, Accounting, Business Administration or a related field","6"
"2685","406426","kariera","Pre-service at least 2 years in storage management, preferably in frozen or refrigerator products","0"
"2686","406426","kariera","Forklift handling licence (Clark)","2"
"2687","406427","kariera","Young people with ambition for evolution","0"
"2688","406428","kariera","At least 3 years of professional experience in graphic design and digital marketing","0"
"2689","406429","kariera","Degree in Electrical Engineering or other technical school of electrology specialization","6"
"2690","406429","kariera","Professional license","6"
"2691","406430","kariera","Degree in Mechanical Engineering","6"
"2692","406430","kariera","License Electroplating / Oxynastics","4"
"2693","406430","kariera","3-4 years experience at a similar working position","0"
"2694","406430","kariera","Degree in Mechanical Engineering","6"
"2695","406430","kariera","License Electroplating / Oxynastics","4"
"2696","406431","kariera","ATEI degree from technical schools","5"
"2697","406432","kariera","Drivers license C category","2"
"2698","406432","kariera","Wheelchair handling licence","2"
"2699","406432","kariera","Special licence","3"
"2700","406433","kariera","Driving licence","2"
"2701","406433","kariera","Graduate in higher education or higher school","6"
"2702","406433","kariera","Desireed experience in a corresponding position","0"
"2703","406434","kariera","Driving license","2"
"2704","406434","kariera","Experience in a similar position","0"
"2705","406434","kariera","Fulfilled military obligations (if the candidate is a man)","0"
"2706","406435","kariera","At least two years of experience in a similar position","0"
"2707","406436","kariera","Degree of engineering","6"
"2708","406436","kariera","1-2 years experience in a similar job","0"
"2709","406436","kariera","Experience in industrial tomato cultivation (additional qualification)","0"
"2710","406437","kariera","Work experience in a similar position in a clothing and footwear company is desirable","0"
"2711","406438","kariera","At least two years of experience in a similar position","0"
"2712","406439","kariera","Diploma / Bachelor's degree in Electrical Engineering","6"
"2713","406440","kariera","Graduate degree in relative field or business administration or economics","7"
"2714","406440","kariera","Postgraduate degree in Human Resources Management (will be supported)","7"
"2715","406441","kariera","Diploma in driving","3"
"2716","406441","kariera","Previous experience in a corresponding position","0"
"2717","406442","kariera","Driving licence","2"
"2718","406442","kariera","Graduate in higher education or higher school","6"
"2719","406442","kariera","Desireed experience in a corresponding position","0"
"2720","406443","kariera","Certificate of Metalyceian education school with commercial/economic orientation","4"
"2721","406443","kariera","Driver's license","2"
"2722","406444","kariera","Graduate in Economics or Accounting","6"
"2723","406444","kariera","Previous experience will be taken into account","0"
"2724","406446","kariera","At least Iek level study in IT and Network Systems","5"
"2725","406446","kariera","At least 2 years of desired pre-service in a corresponding position","0"
"2726","406447","kariera","Car driving license","2"
"2727","406447","kariera","Previous experience in the field is a priority","0"
"2728","406448","kariera","High School Certificate","4"
"2729","406449","kariera","2-5 years of work experience in a corresponding position","0"
"2730","406450","kariera","Degree in Accounting and Economic Guidance Class III","6"
"2731","406450","kariera","Previous experience in a similar role","0"
"2732","406451","kariera","Degree: TEI/AEI","6"
"2733","406451","kariera","Experience: At least 5 years","0"
"2734","406452","kariera","Degree in cooking school","4"
"2735","406452","kariera","Previous service in a corresponding position with preference to resorts","0"
"2736","406453","kariera","Degree/Diploma in Hotel Management","6"
"2737","406454","kariera","Degree (S.A. I T.E. I.E.K.)","6"
"2738","406454","kariera","At least one year of work experience in a corresponding position in the field of health","0"
"2739","406455","kariera","Degree in Chemical Engineering / Mining / Engineering or related fields","6"
"2740","406455","kariera","Minimum professional experience: 3 years in quality assurance","0"
"2741","406455","kariera","Ideal experience in food companies","0"
"2742","406456","kariera","essential experience qualifications in food industry environment","0"
"2743","406457","kariera","Previous experience in sales or customer service","0"
"2744","406457","kariera","Qualifications for high fixed salary","0"
"2745","406458","kariera","High school graduate","4"
"2746","406458","kariera","Experience in corresponding positions","0"
"2747","406459","kariera","Degree required","6"
"2748","406459","kariera","Prior service 1-2 years in corresponding positions","0"
"2749","406460","kariera","Previous service in telephone sales","0"
"2750","406460","kariera","Previous experience in telephone sales","0"
"2751","406462","kariera","Degree in Chemical Engineering / Mining / Engineering or related fields","6"
"2752","406462","kariera","Minimum professional experience: 3 years in quality assurance","0"
"2753","406462","kariera","Ideal experience in food companies","0"
"2754","406464","kariera","Previous experience in a corresponding position","0"
"2755","406465","kariera","Graduate in secondary or higher education","4"
"2756","406465","kariera","Experience in the maritime sector, maritime companies or the environmental sector in a corresponding position or role","0"
"2757","406467","kariera","Proven customer support experience or experience as a customer service representative","0"
"2758","406468","kariera","Graduate in secondary or higher education","4"
"2759","406468","kariera","Experience in the maritime sector (maritime companies) or environmental sector (corresponding position or role)","0"
"2760","406470","kariera","At least 3-5 years of work experience in a corresponding position","0"
"2761","406470","kariera","Higher education in financial, economic or accounting by Hellenic University","6"
"2762","406470","kariera","Masters degree and/or tax certification","7"
"2763","406471","kariera","Fulfilled military obligations","0"
"2764","406473","kariera","Proven experience in a senior management role such as Deputy General Manager, Operations Manager or similar position","0"
"2765","406473","kariera","Ideally in the food industry sector","2"
"2766","406473","kariera","MSc is a plus","7"
"2767","406475","kariera","IEC/TEI graduate","5"
"2768","406476","kariera","At least 3 years of experience in the clothing field","0"
"2769","406477","kariera","Degree in AEI of Positive Sciences (Mathematics or related subjects)","6"
"2770","406477","kariera","2 years of experience in export management and presentation of quantitative reports","0"
"2771","406478","kariera","Degree of S.E.I. or T.E.I. of corresponding specialty","6"
"2772","406478","kariera","At least 2 years of experience in a technical or construction company","0"
"2773","406479","kariera","Graduate/Tourist or Cooking School degree","4"
"2774","406479","kariera","Minimum experience of 3 years in a corresponding position, ideal in 4 or 5 hotels","0"
"2775","406480","kariera","Higher or higher education degree in Informatics, Business Administration, Economics, or other related direction","7"
"2776","406481","kariera","Knowledge of applications of online data (additional qualification)","5"
"2777","406482","kariera","Degree in higher education","6"
"2778","406482","kariera","Previous service in a similar role","0"
"2779","406483","kariera","Graduate in cooking school","4"
"2780","406483","kariera","At least 2-3 years experience as Chef de Party or equivalent in a fine dining restaurant","0"
"2781","406484","kariera","Immediate availability","0"
"2782","406485","kariera","Full and Continuous Training Certification Program","4"
"2783","406486","kariera","Driving licence","2"
"2784","406486","kariera","Graduate in higher education or higher school","6"
"2785","406486","kariera","Desireed experience in a corresponding position","0"
"2786","406487","kariera","Pre-service in a respective position","0"
"2787","406488","kariera","1 year prior service in a similar location in a hotel","0"
"2788","406489","kariera","Previous experience in sales","0"
"2789","406490","kariera","Degree in Digital Marketing, Business Management, Marketing/Branding, Communications, PR, Journalism, or a related field","6"
"2790","406491","kariera","BSC degree is required. An advanced degree would be a plus.","6"
