"id","foreign_key_id","source","industry_category","class_id","industry_nace"
"1507","513470","skywalker","Cleaning and Maintenance Services","81.21","General cleaning of buildings"
"1508","513471","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1509","513472","skywalker","Lighting Industry","27.4","Manufacture of lighting equipment"
"1510","513473","skywalker","Hospitality Management","55.1","Hotels and similar accommodation"
"1511","513474","skywalker","Fruit processing with significant export activity","1.22","Growing of tropical and subtropical fruits"
"1512","513475","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1513","513476","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1514","513477","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1515","513478","skywalker","Construction or Building Services","43.6","Intermediation service activities for specialised construction services"
"1516","513479","skywalker","Hospitality/Travel/Tourism","79.9","Other reservation service and related activities"
"1517","513480","skywalker","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1518","513481","skywalker","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1519","513482","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1520","513483","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1521","513484","skywalker","Hospitality or Tourism","79.9","Other reservation service and related activities"
"1522","513485","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1523","513486","skywalker","Beauty/Healthcare","96.22","Beauty care and other beauty treatment activities"
"1524","513487","skywalker","Logistics/Supply Chain Management","52.25","Logistics service activities"
"1525","513488","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1526","513489","skywalker","Hospitality/Leisure","79.9","Other reservation service and related activities"
"1527","513490","skywalker","Food Processing and Export Industry","10.89","Manufacture of other food products n.e.c."
"1528","513491","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1529","513492","skywalker","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1530","513493","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1531","513494","skywalker","Hospitality/Culinary Arts","56.11","Restaurant activities"
"1532","513495","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1533","513496","skywalker","Personal Hygiene and Consumer Products","20.42","Manufacture of perfume and toilet preparations"
"1534","513497","skywalker",,,
"1535","513498","skywalker","Hospitality/Spa Industry","79.9","Other reservation service and related activities"
"1536","513499","skywalker","Tourism","79.9","Other reservation service and related activities"
"1537","513500","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1538","513501","skywalker","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1539","513502","skywalker","Hospitality or Hotel Management","79.9","Other reservation service and related activities"
"1540","513503","skywalker","Construction","41.0","Construction of residential and non-residential buildings"
"1541","513504","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1542","513505","skywalker","Pharmaceutical-Medical","21.2","Manufacture of pharmaceutical preparations"
"1543","513506","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1544","513507","skywalker","Pharmaceutical-Medical Species","21.2","Manufacture of pharmaceutical preparations"
"1545","513508","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1546","513509","skywalker","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1547","513510","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1548","513511","skywalker","Pharmaceutical-Medical","21.2","Manufacture of pharmaceutical preparations"
"1549","513512","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1550","513513","skywalker","Pharmaceutical-Medical","21.2","Manufacture of pharmaceutical preparations"
"1551","513514","skywalker","Pharmaceuticals","21.2","Manufacture of pharmaceutical preparations"
"1552","513515","skywalker","Pharmaceuticals/Medical Devices","21.2","Manufacture of pharmaceutical preparations"
"1553","513516","skywalker","Pharmaceuticals","21.2","Manufacture of pharmaceutical preparations"
"1554","513517","skywalker","Pharmaceuticals or Healthcare","47.73","Retail sale of pharmaceutical products"
"1555","513518","skywalker","Pharmaceuticals","21.2","Manufacture of pharmaceutical preparations"
"1556","513519","skywalker","Pharmaceutical-Medical","21.2","Manufacture of pharmaceutical preparations"
"1557","513520","skywalker","Pharmaceuticals/Medical Industry","21.2","Manufacture of pharmaceutical preparations"
"1558","513521","skywalker","Pharmaceutical and Medical Articles","21.2","Manufacture of pharmaceutical preparations"
"1559","513522","skywalker","Pharmaceuticals","21.2","Manufacture of pharmaceutical preparations"
"1560","513523","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1561","513524","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1562","513525","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1563","513526","skywalker","Tourism and Travel","79.9","Other reservation service and related activities"
"1564","513527","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1565","513528","skywalker","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"1566","513529","skywalker","Tourism","79.9","Other reservation service and related activities"
"1567","513530","skywalker","Renewable Energy","35.12","Production of electricity from renewable sources"
"1568","513531","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1569","513532","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1570","513533","skywalker","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1571","513534","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1572","513535","skywalker","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"1573","513536","skywalker","Tourism Industry","79.9","Other reservation service and related activities"
"1574","513537","skywalker","Social Services","88.99","Other social work activities without accommodation n.e.c."
"1575","513538","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1576","513539","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1577","513540","skywalker","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1578","513541","skywalker","White goods and retail","47.69","Retail sale of cultural and recreational goods n.e.c."
"1579","513542","skywalker","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1580","513543","skywalker",,,
"1581","513544","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1582","513545","skywalker","Retail","46.42","Wholesale of clothing and footwear"
"1583","513546","skywalker","Tourism","79.9","Other reservation service and related activities"
"1584","513547","skywalker","Retail","46.42","Wholesale of clothing and footwear"
"1585","513548","skywalker","Retail/Food Industry","47.22","Retail sale of meat and meat products"
"1586","513549","skywalker",,,
"1587","513550","skywalker","Retail","46.42","Wholesale of clothing and footwear"
"1588","513551","skywalker","Retail","46.42","Wholesale of clothing and footwear"
"1589","513552","skywalker","Hospitality/Health and Wellness","55.1","Hotels and similar accommodation"
"1590","513553","skywalker","Software Development","62.1","Computer programming activities"
"1591","513554","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1592","513555","skywalker","Public Sector","84.12","Regulation of health care, education, cultural services and other social services"
"1593","513556","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1594","513557","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1595","513558","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1596","513564","skywalker",,,
"1597","513565","skywalker","Healthcare","86.1","Hospital activities"
"1598","513583","skywalker","Manufacturing","28.97","Manufacture of additive manufacturing machinery"
"1599","513588","skywalker","Construction","41.0","Construction of residential and non-residential buildings"
"1600","513597","skywalker","Cleaning or Hospitality Services","96.91","Provision of domestic personal service activities"
"1601","513611","skywalker","Healthcare","86.1","Hospital activities"
"1602","513613","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1603","513618","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1604","513627","skywalker","Transportation/Rental Services","77.51","Intermediation service activities for rental and leasing of cars, motorhomes and trailers"
"1605","513628","skywalker","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"1606","513629","skywalker","Hospitality and Luxury Tourism","79.9","Other reservation service and related activities"
"1607","513632","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1608","513633","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1609","513634","skywalker","Hospitality/Service Industry","79.9","Other reservation service and related activities"
"1610","513635","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1611","513636","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1612","513637","skywalker","Hospitality/Service Industry","79.9","Other reservation service and related activities"
"1613","513638","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1614","513639","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1615","513640","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1616","513641","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1617","513642","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1618","513643","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1619","513644","skywalker","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1620","513645","skywalker","Manufacturing or Industrial Equipment","28.99","Manufacture of other special-purpose machinery n.e.c."
"1621","513646","skywalker","Water Treatment, Energy Saving","37.0","Sewerage"
"1622","513647","skywalker","Food and Beverage/Retail","56.4","Intermediation service activities for food and beverage services activities"
"1623","513648","skywalker","Water Treatment and Energy Saving Projects","37.0","Sewerage"
"1624","513649","skywalker","Food Service Industry","56.11","Restaurant activities"
"1625","513650","skywalker","Food Service/Catering","56.11","Restaurant activities"
"1626","513651","skywalker","Hospitality or Hotel Management","79.9","Other reservation service and related activities"
"1627","513652","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1628","513653","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1629","513654","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1630","513655","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1631","513656","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1632","513657","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1633","513658","skywalker","Information Technology and Services","63.92","Other information service activities"
"1634","513659","skywalker","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1635","513660","skywalker","Food Service/Hospitality","56.11","Restaurant activities"
"1636","513661","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1637","513662","skywalker","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1638","513663","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1639","513664","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1640","513665","skywalker","Hospitality","55.1","Hotels and similar accommodation"
"1641","513666","skywalker","Technical","95.4","Intermediation service activities for repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles"
"1642","513667","skywalker","Manufacturing or Textile Industry","28.94","Manufacture of machinery for textile, apparel and leather production"
"1643","513668","skywalker","HVAC Products","28.25","Manufacture of non-domestic air conditioning equipment"
"1644","513669","skywalker","Automotive Industry","29.1","Manufacture of motor vehicles"
"1645","513670","skywalker","Fabric and Synthetic Leather Industry","15.12","Manufacture of luggage, handbags, saddlery and harness of any material"
"1646","513673","skywalker","Textiles and Leather Production","15.12","Manufacture of luggage, handbags, saddlery and harness of any material"
"1647","513685","skywalker","Industrial and Hydraulic Products Industry","28.12","Manufacture of fluid power equipment"
"1648","513688","skywalker","Tourism Industry","79.9","Other reservation service and related activities"
"1649","405902","kariera","Retail and E-commerce","47.12","Other non-specialised retail sale"
"1650","405903","kariera","Law Firm","69.1","Legal activities"
"1651","405904","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1652","405905","kariera","Industrial","28.93","Manufacture of machinery for food, beverage and tobacco processing"
"1653","405906","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1654","405907","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1655","405908","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1656","405909","kariera","Hospitality/Hotel Management","55.1","Hotels and similar accommodation"
"1657","405910","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1658","405911","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1659","405912","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1660","405913","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1661","405914","kariera","Construction Materials and Metals Products","25.11","Manufacture of metal structures and parts of structures"
"1662","405915","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1663","405916","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1664","405917","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1665","405918","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1666","405919","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1667","405920","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1668","405921","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1669","405922","kariera","Retail/Gaming","47.64","Retail sale of games and toys"
"1670","405923","kariera","Food Industry","10.89","Manufacture of other food products n.e.c."
"1671","405924","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1672","405925","kariera","Beverages","56.3","Beverage serving activities"
"1673","405926","kariera","Hospitality/Lifestyle Hospitality","55.1","Hotels and similar accommodation"
"1674","405927","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1675","405928","kariera","Communications and Sales Promotion","73.3","Public relations and communication activities"
"1676","405929","kariera","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1677","405930","kariera","Recycling Center","38.11","Collection of non-hazardous waste"
"1678","405931","kariera","Professional Services","81.1","Combined facilities support activities"
"1679","405932","kariera","Hospitality/Lifestyle","55.1","Hotels and similar accommodation"
"1680","405934","kariera","Human Resources Management","78.2","Temporary employment agency activities and other human resource provisions"
"1681","406070","kariera",,,
"1682","406122","kariera","Technology","26.2","Manufacture of computers and peripheral equipment"
"1683","406123","kariera","Technology","26.2","Manufacture of computers and peripheral equipment"
"1684","406124","kariera","Hospitality/Hotel Management","55.1","Hotels and similar accommodation"
"1685","406125","kariera","Security Services","80.09","Security activities n.e.c."
"1686","406126","kariera","Security Services","80.09","Security activities n.e.c."
"1687","406127","kariera","Security Services","80.09","Security activities n.e.c."
"1688","406128","kariera","Security Services","80.09","Security activities n.e.c."
"1689","406129","kariera","Security Services","80.09","Security activities n.e.c."
"1690","406130","kariera","Retail and Sales","47.11","Non-specialised retail sale of predominately food, beverages or tobacco"
"1691","406131","kariera","Security Services","80.09","Security activities n.e.c."
"1692","406132","kariera","Food Sector","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"1693","406133","kariera","Finance and Security Services","80.09","Security activities n.e.c."
"1694","406134","kariera","Security Services","80.09","Security activities n.e.c."
"1695","406135","kariera","Logistics and Supply Chain Management","52.25","Logistics service activities"
"1696","406136","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1697","406137","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1698","406138","kariera","Hospitality/Tourism","79.9","Other reservation service and related activities"
"1699","406139","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1700","406140","kariera","Fashion Retail","46.42","Wholesale of clothing and footwear"
"1701","406141","kariera","Fashion Retail","46.42","Wholesale of clothing and footwear"
"1702","406142","kariera","Fashion Retail","46.42","Wholesale of clothing and footwear"
"1703","406143","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1704","406144","kariera","Fashion","14.21","Manufacture of outerwear"
"1705","406145","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1706","406146","kariera","E-commerce/Beauty Products","46.45","Wholesale of perfume and cosmetics"
"1707","406147","kariera","Food Processing/Meat Industry","10.11","Processing and preserving of meat, except of poultry meat"
"1708","406148","kariera","Sales and Promotion of Services","82.4","Intermediation service activities for business support service activities n.e.c."
"1709","406149","kariera","Sales and Marketing","82.4","Intermediation service activities for business support service activities n.e.c."
"1710","406150","kariera","Insurance Sector","66.22","Activities of insurance agents and brokers"
"1711","406151","kariera","Telecommunications and Networking","61.1","Wired, wireless, and satellite telecommunication activities"
"1712","406152","kariera","Software Development","62.1","Computer programming activities"
"1713","406153","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1714","406342","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1715","406343","kariera","Retail/Logistics","52.25","Logistics service activities"
"1716","406344","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1717","406345","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1718","406346","kariera","Financial Services","66.19","Other activities auxiliary to financial services, except insurance and pension funding"
"1719","406347","kariera","Retail Trade","47.12","Other non-specialised retail sale"
"1720","406348","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1721","406349","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1722","406350","kariera",,,
"1723","406351","kariera","Hospitality/Luxury Travel","79.9","Other reservation service and related activities"
"1724","406352","kariera","Technology or Sales","47.73","Retail sale of pharmaceutical products"
"1725","406353","kariera","Human Resources/Recruitment","78.1","Activities of employment placement agencies"
"1726","406354","kariera","Tobacco Industry","1.15","Growing of tobacco"
"1727","406355","kariera","Pharmaceutical and Cosmetic Production","21.2","Manufacture of pharmaceutical preparations"
"1728","406356","kariera","Retail/Home Improvement","47.53","Retail sale of carpets, rugs, wall and floor coverings"
"1729","406357","kariera","Accounting Services","69.2","Accounting, bookkeeping and auditing activities; tax consultancy"
"1730","406358","kariera","Retail/E-commerce","46.45","Wholesale of perfume and cosmetics"
"1731","406359","kariera","HR Tech/SaaS","70.2","Business and other management consultancy activities"
"1732","406360","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1733","406361","kariera","Consumer Production Industry","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"1734","406362","kariera","Food Retail","56.12","Mobile food service activities"
"1735","406363","kariera","Retail/Consumer Goods","47.11","Non-specialised retail sale of predominately food, beverages or tobacco"
"1736","406364","kariera","Security Services","80.09","Security activities n.e.c."
"1737","406365","kariera","Food Export","46.21","Wholesale of grain, unmanufactured tobacco, seeds and animal feeds"
"1738","406366","kariera","Tourism and Transportation","79.9","Other reservation service and related activities"
"1739","406367","kariera","Technology and Electronics Retail","26.3","Manufacture of communication equipment"
"1740","406368","kariera","Retail/Bakery","46.45","Wholesale of perfume and cosmetics"
"1741","406369","kariera","Marketing","73.3","Public relations and communication activities"
"1742","406370","kariera","Banking and Financial Services","66.19","Other activities auxiliary to financial services, except insurance and pension funding"
"1743","406371","kariera","Security and Locks Industry","25.62","Manufacture of locks and hinges"
"1744","406372","kariera","Food Processing","10.89","Manufacture of other food products n.e.c."
"1745","406373","kariera","Logistics Services","52.25","Logistics service activities"
"1746","406374","kariera","Bakery, Pastry, Cafe","10.71","Manufacture of bread; manufacture of fresh pastry goods and cakes"
"1747","406375","kariera","Physical and electronic security","80.09","Security activities n.e.c."
"1748","406376","kariera","Food Retail","56.12","Mobile food service activities"
"1749","406377","kariera","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"1750","406378","kariera","Food and Beverage (Bakery)","56.11","Restaurant activities"
"1751","406379","kariera","Retail/E-commerce","46.45","Wholesale of perfume and cosmetics"
"1752","406380","kariera","Manufacturing/Construction","28.97","Manufacture of additive manufacturing machinery"
"1753","406381","kariera","Retail and Sales","47.11","Non-specialised retail sale of predominately food, beverages or tobacco"
"1754","406382","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1755","406383","kariera","Security Mechanisms","80.09","Security activities n.e.c."
"1756","406384","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1757","406385","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1758","406386","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1759","406387","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1760","406388","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1761","406389","kariera","Women's Fashion (Retail and Wholesale)","46.42","Wholesale of clothing and footwear"
"1762","406390","kariera","Tourism and Hospitality","79.9","Other reservation service and related activities"
"1763","406391","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1764","406392","kariera","Hospitality/Hotel Management","55.1","Hotels and similar accommodation"
"1765","406393","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1766","406394","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1767","406395","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1768","406396","kariera","Paper Packaging Industry","17.21","Manufacture of corrugated paper, paperboard and containers of paper and paperboard"
"1769","406397","kariera","Logistics/Supply Chain","52.25","Logistics service activities"
"1770","406398","kariera","Hospitality and Tourism","79.9","Other reservation service and related activities"
"1771","406399","kariera","Waste Management or Recycling Industry","38.33","Other waste disposal"
"1772","406400","kariera","Automotive, Metal Building, Wood Sectors","25.11","Manufacture of metal structures and parts of structures"
"1773","406401","kariera","Food Trade","46.32","Wholesale of meat, meat products, fish and fish products"
"1774","406402","kariera","Publishing and Self-Help","58.13","Publishing of journals and periodicals"
"1775","406403","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1776","406404","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1777","406405","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1778","406406","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1779","406407","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1780","406408","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1781","406409","kariera","IT Solutions and Services","63.1","Computing infrastructure, data processing, hosting and related activities"
"1782","406410","kariera","IT Solutions and Services","63.1","Computing infrastructure, data processing, hosting and related activities"
"1783","406411","kariera","Consumer Electronics/Home Appliances","27.51","Manufacture of electric domestic appliances"
"1784","406412","kariera","Economics and Research","72.2","Research and experimental development on social sciences and humanities"
"1785","406413","kariera","Electrical or Cable Manufacturing","27.32","Manufacture of other electronic and electric wires and cables"
"1786","406414","kariera","Hospitality or Hotel Industry","79.9","Other reservation service and related activities"
"1787","406415","kariera","Food Service Equipment Industry","56.11","Restaurant activities"
"1788","406416","kariera","Bakery, Pastry, Ready Meals and Coffee Industry","10.71","Manufacture of bread; manufacture of fresh pastry goods and cakes"
"1789","406417","kariera","Energy","35.16","Storage of electricity"
"1790","406418","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1791","406419","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1792","406420","kariera","Energy","35.16","Storage of electricity"
"1793","406421","kariera","Energy Upgrading Systems, Air Conditioning Sector","28.25","Manufacture of non-domestic air conditioning equipment"
"1794","406422","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1795","406423","kariera",,,
"1796","406424","kariera","Manufacturing or Production","28.99","Manufacture of other special-purpose machinery n.e.c."
"1797","406425","kariera","Food Export Industry","10.89","Manufacture of other food products n.e.c."
"1798","406426","kariera","Food and Beverage Industry","46.33","Wholesale of dairy products, eggs and edible oils and fats"
"1799","406427","kariera","Advertising","73.12","Media representation"
"1800","406428","kariera","Marketing/Advertising","73.11","Activities of advertising agencies"
"1801","406429","kariera","Food Industry","10.89","Manufacture of other food products n.e.c."
"1802","406430","kariera","Food Industry","10.89","Manufacture of other food products n.e.c."
"1803","406431","kariera","Industrial Automation Heating Houses","28.21","Manufacture of ovens, furnaces and permanent household heating equipment"
"1804","406432","kariera","Telecommunications and Infrastructure","61.1","Wired, wireless, and satellite telecommunication activities"
"1805","406433","kariera","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"1806","406434","kariera","Automotive Repair and Lighting","33.14","Repair and maintenance of electrical equipment"
"1807","406435","kariera","Tourism sector","79.9","Other reservation service and related activities"
"1808","406436","kariera","Food Industry","10.89","Manufacture of other food products n.e.c."
"1809","406437","kariera","Fashion","14.21","Manufacture of outerwear"
"1810","406438","kariera","Tourism sector","79.9","Other reservation service and related activities"
"1811","406439","kariera","Electrical Engineering","43.21","Electrical installation"
"1812","406440","kariera","Industrial Automation","28.22","Manufacture of lifting and handling equipment"
"1813","406441","kariera","Automotive/Sales","47.81","Retail sale of motor vehicles"
"1814","406442","kariera","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"1815","406443","kariera","Flour Milling Industry","10.61","Manufacture of grain mill products"
"1816","406444","kariera","Tourism","79.9","Other reservation service and related activities"
"1817","406445","kariera","Sales and Customer Service","47.76","Retail sale of flowers, plants, fertilisers, pets and pet food"
"1818","406446","kariera","IT/Software Development","62.1","Computer programming activities"
"1819","406447","kariera","Medical Sales","46.46","Wholesale of pharmaceutical and medical goods"
"1820","406448","kariera","Logistics/Warehouse Management","52.25","Logistics service activities"
"1821","406449","kariera","Construction Materials","23.61","Manufacture of concrete products for construction purposes"
"1822","406450","kariera","Food Processing","10.89","Manufacture of other food products n.e.c."
"1823","406451","kariera","Food production industry","10.89","Manufacture of other food products n.e.c."
"1824","406452","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1825","406453","kariera","Hospitality","55.1","Hotels and similar accommodation"
"1826","406454","kariera","Healthcare/Biomedical","86.1","Hospital activities"
"1827","406455","kariera","Food Production","10.89","Manufacture of other food products n.e.c."
"1828","406456","kariera","food production industry","10.89","Manufacture of other food products n.e.c."
"1829","406457","kariera","Customer Experience Management","70.2","Business and other management consultancy activities"
"1830","406458","kariera","Customer Experience Management","70.2","Business and other management consultancy activities"
"1831","406459","kariera",,,
"1832","406460","kariera","Telecommunications","61.1","Wired, wireless, and satellite telecommunication activities"
"1833","406461","kariera","Food Industry","10.89","Manufacture of other food products n.e.c."
"1834","406462","kariera","Food Production","10.89","Manufacture of other food products n.e.c."
"1835","406463","kariera","Food Service","56.11","Restaurant activities"
"1836","406464","kariera","Game Trading and Retail","47.64","Retail sale of games and toys"
"1837","406465","kariera","Environmental/Non-Profit","94.99","Activities of other membership organisations n.e.c."
"1838","406466","kariera","Packaging and Industrial Products","82.92","Packaging activities"
"1839","406467","kariera",,,
"1840","406468","kariera","Maritime/Environmental","52.22","Service activities incidental to water transportation"
"1841","406469","kariera",,,
"1842","406470","kariera","Energy sector","35.12","Production of electricity from renewable sources"
"1843","406471","kariera","Financial Services or Accounting","69.2","Accounting, bookkeeping and auditing activities; tax consultancy"
"1844","406472","kariera","Retail or Grocery Store","46.45","Wholesale of perfume and cosmetics"
"1845","406473","kariera","Food Industry Sector","56.22","Contract catering service activities and other food service activities"
"1846","406474","kariera","Manufacturing and Packaging","82.92","Packaging activities"
"1847","406475","kariera",,,
"1848","406476","kariera","Retail","46.42","Wholesale of clothing and footwear"
"1849","406477","kariera","Transportation/Tolling System","52.32","Intermediation service activities for passenger transportation"
"1850","406478","kariera","Construction and Real Estate","42.99","Construction of other civil engineering projects n.e.c."
"1851","406479","kariera","Hospitality/Hotel Industry","79.9","Other reservation service and related activities"
"1852","406480","kariera","IT and Software Development","62.1","Computer programming activities"
"1853","406481","kariera","Accounting or ERP Software Industry","69.2","Accounting, bookkeeping and auditing activities; tax consultancy"
"1854","406482","kariera","Retail/Pharmacy","47.73","Retail sale of pharmaceutical products"
"1855","406483","kariera","Hospitality/Restaurant Industry","56.11","Restaurant activities"
"1856","406484","kariera","Non-profit/Humanitarian Organization","94.99","Activities of other membership organisations n.e.c."
"1857","406485","kariera","Marketing/Advertising","73.11","Activities of advertising agencies"
"1858","406486","kariera","Automotive","29.31","Manufacture of electrical and electronic equipment for motor vehicles"
"1859","406487","kariera","Business Process Outsourcing (BPO)","70.2","Business and other management consultancy activities"
"1860","406488","kariera","Hospitality or Hotel Management","79.9","Other reservation service and related activities"
"1861","406489","kariera","Sales and Marketing","82.4","Intermediation service activities for business support service activities n.e.c."
"1862","406490","kariera","Digital Marketing","96.4","Intermediation service activities for personal services"
"1863","406491","kariera","Pharmaceuticals","21.2","Manufacture of pharmaceutical preparations"
"1864","406492","kariera","Accounting/Economic Services","69.2","Accounting, bookkeeping and auditing activities; tax consultancy"
"1865","406493","kariera","Sales and Marketing","82.4","Intermediation service activities for business support service activities n.e.c."
"1866","406494","kariera","Manufacturing/Industrial Packaging","82.92","Packaging activities"
"1867","406495","kariera","Food Industry","10.89","Manufacture of other food products n.e.c."
"1868","406496","kariera","Retail or Tobacco Industry","47.26","Retail sale of tobacco products"
