"id","foreign_key_id","source","required_education_level","isced_level"
"1188","566736","jobfind",,
"1189","566751","jobfind","Degree in A.E.I.","6"
"1190","566767","jobfind",,
"1191","566768","jobfind",,
"1192","566769","jobfind",,
"1193","566770","jobfind",,
"1194","566771","jobfind",,
"1195","566772","jobfind",,
"1196","566780","jobfind","University/College degree","6"
"1197","566783","jobfind",,
"1198","566784","jobfind",,
"1199","566787","jobfind","Bachelor's Degree","6"
"1200","566788","jobfind","Associate's degree or higher","5"
"1201","566789","jobfind",,
"1202","566790","jobfind","Bachelor's Degree (Accounting)","6"
"1203","566791","jobfind","Bachelor's Degree","6"
"1204","566792","jobfind","Degree in Law or a related field","6"
"1205","566794","jobfind",,
"1206","566796","jobfind",,
"1207","566797","jobfind",,
"1208","566798","jobfind","High School Diploma","3"
"1209","566799","jobfind","No machine diploma required, training provided","5"
"1210","566800","jobfind",,
"1211","566802","jobfind","High School Diploma","3"
"1212","566806","jobfind",,
"1213","566807","jobfind",,
"1214","566808","jobfind",,
"1215","566809","jobfind",,
"1216","566810","jobfind","High School Diploma","3"
"1217","566813","jobfind",,
"1218","566814","jobfind","High School Diploma","3"
"1219","566815","jobfind","High School Diploma","3"
"1220","566816","jobfind",,
"1221","566818","jobfind",,
"1222","566819","jobfind",,
"1223","566820","jobfind","High School Diploma or equivalent (corresponding school)","3"
"1224","566821","jobfind",,
"1225","566822","jobfind","Degree of Tourism/Hotel School","3"
"1226","566823","jobfind",,
"1227","566824","jobfind","Graduate of AE/TE/EK pre-service","3"
"1228","566826","jobfind","Bachelor’s Degree","6"
"1229","566827","jobfind","Higher University Degree","7"
"1230","566828","jobfind",,
"1231","566829","jobfind",,
"1232","566830","jobfind","Degree (not specified)","6"
"1233","566831","jobfind","Three-year course","3"
"1234","566832","jobfind",,
"1235","566834","jobfind","High School Diploma (AEI/T.E.I.)","3"
"1236","566836","jobfind","High School Diploma (AEI/T.E.I)","3"
"1237","566837","jobfind","Student directed in Graphic Design or related field","5"
"1238","566838","jobfind",,
"1239","566839","jobfind",,
"1240","566840","jobfind","High School Diploma or equivalent","3"
"1241","566841","jobfind",,
"1242","566842","jobfind","Not specified","0"
"1243","566843","jobfind","Degree T.E.I. or other technical school of electrology","5"
"1244","566844","jobfind",,
"1245","566845","jobfind",,
"1246","566846","jobfind",,
"1247","566847","jobfind",,
"1248","566848","jobfind",,
"1249","566849","jobfind",,
"1250","566850","jobfind",,
"1251","566851","jobfind",,
"1252","566852","jobfind",,
"1253","566853","jobfind",,
"1254","566854","jobfind","Degree in Accounting, Finance or related sectors","6"
"1255","566855","jobfind",,
"1256","566856","jobfind",,
"1257","566857","jobfind",,
"1258","566858","jobfind","University/College Diploma","5"
"1259","566859","jobfind",,
"1260","566861","jobfind",,
"1261","566862","jobfind",,
"1262","566863","jobfind",,
"1263","566864","jobfind","Bachelor's Degree","6"
"1264","566865","jobfind",,
"1265","566867","jobfind",,
"1266","566868","jobfind",,
"1267","566870","jobfind","Diploma","3"
"1268","566872","jobfind",,
"1269","566873","jobfind",,
"1270","566874","jobfind",,
"1271","566875","jobfind",,
"1272","566877","jobfind",,
"1273","566894","jobfind","Bachelor's Degree","6"
"1274","566895","jobfind","Degree (DK)","6"
"1275","566896","jobfind",,
"1276","566897","jobfind","General High School Certificate","3"
"1277","566898","jobfind","Not specified","0"
"1278","566899","jobfind",,
"1279","566901","jobfind",,
"1280","566902","jobfind","High School Diploma","3"
"1281","566903","jobfind",,
"1282","566904","jobfind",,
"1283","566905","jobfind","Secondary Education","3"
"1284","566907","jobfind","Bachelor's Degree","6"
"1285","566909","jobfind",,
"1286","566910","jobfind",,
"1287","566911","jobfind",,
"1288","566912","jobfind",,
"1289","566913","jobfind",,
"1290","566914","jobfind","Graduate degree","6"
"1291","566915","jobfind","Bachelor’s Degree or higher","6"
"1292","566916","jobfind","Bachelor’s Degree (Graduate in Accounting and Economic Guidance)","6"
"1293","566917","jobfind","No specific education level mentioned","0"
"1294","566918","jobfind","Bachelor's Degree","6"
"1295","566919","jobfind",,
"1296","566920","jobfind","Technical School Diploma","3"
"1297","566921","jobfind",,
"1298","566924","jobfind","Bachelor's Degree","6"
"1299","566925","jobfind",,
"1300","566926","jobfind",,
"1301","566927","jobfind",,
"1302","566928","jobfind",,
"1303","566929","jobfind",,
"1304","566930","jobfind",,
"1305","566932","jobfind","High School Diploma","3"
"1306","566933","jobfind",,
"1307","566934","jobfind","Certified education","3"
"1308","566936","jobfind","High School Diploma","3"
"1309","566937","jobfind",,
"1310","566939","jobfind","Graduates of business management schools/marketing","6"
"1311","566940","jobfind","Bachelor's Degree","6"
"1312","566941","jobfind","No professional diploma required","3"
"1313","566942","jobfind",,
"1314","566943","jobfind",,
"1315","566944","jobfind","High School Diploma","3"
"1316","566945","jobfind",,
"1317","566946","jobfind",,
"1318","566947","jobfind",,
"1319","566948","jobfind",,
"1320","566949","jobfind",,
"1321","566950","jobfind",,
"1322","566951","jobfind",,
"1323","566952","jobfind",,
"1324","566954","jobfind",,
"1325","566956","jobfind",,
"1326","566962","jobfind","Higher Education or Higher School Diploma","6"
"1327","566964","jobfind","Bachelor's Degree (in Food or Chemical Technology)","6"
"1328","566968","jobfind",,
"1329","566969","jobfind",,
"1330","566970","jobfind",,
"1331","566971","jobfind","Higher Education (or Higher School)","6"
"1332","566973","jobfind",,
"1333","566974","jobfind",,
"1334","566975","jobfind","High School Diploma","3"
"1335","566976","jobfind","A.E. (Associate Engineer) or I/EEI (Institution of Electrical Engineers and Incorporated Institution)","5"
"1336","566977","jobfind",,
"1337","566979","jobfind","High School Diploma or equivalent","3"
"1338","566980","jobfind",,
"1339","566981","jobfind","Diploma I","3"
"1340","566982","jobfind",,
"1341","566983","jobfind","Diploma II category","3"
"1342","566984","jobfind","Diploma holder","3"
"1343","566985","jobfind",,
"1344","566986","jobfind",,
"1345","566990","jobfind",,
"1346","566991","jobfind","High school graduate or AEI/T E I","3"
"1347","566993","jobfind",,
"1348","566994","jobfind","Bachelor's Degree","6"
"1349","566995","jobfind","University degree","6"
"1350","566996","jobfind",,
"1351","566998","jobfind",,
"1352","567000","jobfind","Bachelor’s Degree","6"
"1353","567001","jobfind",,
"1354","567002","jobfind",,
"1355","567003","jobfind","High School Diploma","3"
"1356","567004","jobfind","High School Diploma","3"
"1357","567005","jobfind","Bachelor’s Degree","6"
"1358","567006","jobfind","Bachelor's Degree","6"
"1359","567008","jobfind","Bachelor’s Degree in Mechanical Engineering","6"
"1360","567012","jobfind",,
"1361","567013","jobfind",,
"1362","567014","jobfind",,
"1363","567015","jobfind","High School Diploma","3"
"1364","567016","jobfind","Diploma","3"
"1365","567018","jobfind",,
"1366","567019","jobfind","Bachelor’s Degree (civil engineering studies)","6"
"1367","567020","jobfind",,
"1368","567021","jobfind",,
"1369","567022","jobfind",,
"1370","567024","jobfind",,
"1371","567025","jobfind",,
"1372","567026","jobfind",,
"1373","567027","jobfind",,
"1374","567028","jobfind","Bachelor’s Degree","6"
"1375","567029","jobfind",,
"1376","567030","jobfind","Bachelor's Degree","6"
"1377","567031","jobfind","Bachelor's Degree","6"
"1378","567032","jobfind",,
"1379","567034","jobfind",,
"1380","567036","jobfind","Culinary school qualifications","3"
"1381","567037","jobfind","Bachelor’s Degree (in Accounting)","6"
"1382","567039","jobfind","Degree in Hospitality/Tourism","6"
"1383","567040","jobfind","Bachelor’s Degree (AE I/T E I)","6"
"1384","567041","jobfind",,
"1385","567044","jobfind",,
"1386","567046","jobfind",,
"1387","567047","jobfind",,
"1388","567048","jobfind",,
"1389","567049","jobfind",,
"1390","567050","jobfind",,
"1391","567051","jobfind",,
"1392","567053","jobfind",,
"1393","567055","jobfind",,
"1394","567057","jobfind",,
"1395","567059","jobfind",,
"1396","567069","jobfind",,
"1397","567071","jobfind",,
"1398","567072","jobfind","High School Diploma","3"
"1399","567073","jobfind",,
"1400","567074","jobfind",,
"1401","567075","jobfind",,
"1402","567076","jobfind","Bachelor’s Degree","6"
"1403","567077","jobfind",,
"1404","567078","jobfind",,
"1405","567079","jobfind",,
"1406","567081","jobfind","Bachelor's Degree (Hellenic University) or higher education in financial, economic, or accounting","6"
"1407","567089","jobfind","Diploma II class fiction","3"
"1408","567090","jobfind","University degree","6"
"1409","567095","jobfind",,
"1410","567096","jobfind",,
"1411","567097","jobfind",,
"1412","567098","jobfind",,
"1413","567099","jobfind",,
"1414","567100","jobfind",,
"1415","567101","jobfind","Second-class degree","6"
"1416","567104","jobfind","Engineering degree","6"
"1417","567106","jobfind","Diploma","3"
"1418","567107","jobfind",,
"1419","567108","jobfind",,
"1420","567109","jobfind",,
"1421","567110","jobfind",,
"1422","567111","jobfind",,
"1423","567112","jobfind",,
"1424","567113","jobfind","High School Diploma or equivalent","3"
"1425","567114","jobfind",,
"1426","567115","jobfind",,
"1427","567116","jobfind","degree in English Language Learning Knowledge","6"
"1428","513247","skywalker",,
"1429","513248","skywalker",,
"1430","513249","skywalker",,
"1431","513250","skywalker",,
"1432","513251","skywalker","Higher School Diploma","3"
"1433","513252","skywalker","Degree from School of Cooking Art","3"
"1434","513253","skywalker",,
"1435","513254","skywalker",,
"1436","513255","skywalker",,
"1437","513256","skywalker","Bachelor’s Degree","6"
"1438","513257","skywalker","High School Diploma","3"
"1439","513258","skywalker","Degree in Confectionary","6"
"1440","513260","skywalker",,
"1441","513261","skywalker","Higher education degree","6"
"1442","513262","skywalker",,
"1443","513263","skywalker",,
"1444","513264","skywalker",,
"1445","513265","skywalker",,
"1446","513266","skywalker",,
"1447","513267","skywalker",,
"1448","513268","skywalker",,
"1449","513269","skywalker",,
"1450","513270","skywalker",,
"1451","513271","skywalker",,
"1452","513272","skywalker",,
"1453","513273","skywalker","Bachelor’s Degree or Higher","6"
"1454","513274","skywalker","Bachelor’s Degree","6"
"1455","513275","skywalker","Degree in Lifesaving School Prevention and Suppression of Cardiopulmonary Rejuvenation First Aid","6"
"1456","513276","skywalker","High School Diploma or equivalent","3"
"1457","513277","skywalker","Bachelor's Degree","6"
"1458","513278","skywalker","Bachelor’s Degree","6"
"1459","513279","skywalker",,
"1460","513280","skywalker",,
"1461","513281","skywalker",,
"1462","513282","skywalker",,
"1463","513283","skywalker","Alumni/High School","3"
"1464","513284","skywalker",,
"1465","513285","skywalker",,
"1466","513286","skywalker","Technical Education Institute (TEI) or equivalent","4"
"1467","513287","skywalker",,
"1468","513288","skywalker",,
"1469","513289","skywalker","Bachelor's Degree","6"
"1470","513290","skywalker",,
"1471","513291","skywalker","Bachelor’s Degree (or equivalent)","6"
"1472","513292","skywalker","University degree or equivalent qualification","6"
"1473","513293","skywalker","Bachelor’s Degree (Business Administration, Economics, Computer Science)","6"
"1474","513294","skywalker",,
"1475","513295","skywalker","Bachelor’s Degree (Business Administration, Economics, Computer Science)","6"
"1476","513296","skywalker",,
"1477","513297","skywalker",,
"1478","513298","skywalker","Bachelor’s Degree","6"
"1479","513299","skywalker","High School Diploma or equivalent","3"
"1480","513300","skywalker",,
"1481","513301","skywalker","Certified education in aesthetics, massage or wellness","4"
"1482","513302","skywalker","High School Diploma or Tourism School Degree","3"
"1483","513303","skywalker",,
"1484","513304","skywalker","High school diploma or equivalent","3"
"1485","513305","skywalker","High school diploma or equivalent, plus graduate degree in Tourism Business School","3"
"1486","513306","skywalker",,
"1487","513307","skywalker","High school diploma or equivalent","3"
"1488","513308","skywalker","High School Diploma or equivalent, plus a degree in Tourism Business","3"
"1489","513309","skywalker","High School Diploma or equivalent (through Art Cooking School)","3"
"1490","513310","skywalker",,
"1491","513328","skywalker","Bachelor’s Degree","6"
"1492","513342","skywalker","High School graduate or holder of an AEI/TEI/IEC","3"
"1493","513409","skywalker","Degree in Sales, Marketing or Administration (Aei-tei)","3"
"1494","513470","skywalker","Higher Education Degree","6"
"1495","513471","skywalker","Tourist school students","2"
"1496","513472","skywalker","Bachelor’s Degree (Economics or Interior Design)","6"
"1497","513473","skywalker",,
"1498","513474","skywalker","AI/TSI degree in accounting or financial sectors","6"
"1499","513475","skywalker","Bachelor’s Degree","6"
"1500","513476","skywalker",,
"1501","513477","skywalker",,
"1502","513478","skywalker","Plumber's hydraulic license","4"
"1503","513479","skywalker","Tourist education","3"
"1504","513480","skywalker","High School Diploma","3"
"1505","513481","skywalker","Tourist education","3"
"1506","513482","skywalker","Technical School Electrician","3"
"1507","513483","skywalker",,
"1508","513484","skywalker",,
"1509","513485","skywalker","Degree in Tourist School (Greek or foreign school)","3"
"1510","513486","skywalker","Bachelor’s Degree","6"
"1511","513487","skywalker",,
"1512","513488","skywalker",,
"1513","513489","skywalker","Diploma","3"
"1514","513490","skywalker","Bachelor’s Degree","6"
"1515","513491","skywalker",,
"1516","513492","skywalker","Minimum 2 years of experience, degree in Hospitality/Tourism desirable","5"
"1517","513493","skywalker",,
"1518","513494","skywalker","Degree/Diploma","0"
"1519","513495","skywalker","Degree in Tourism School","3"
"1520","513496","skywalker","Bachelor’s Degree","6"
"1521","513497","skywalker",,
"1522","513498","skywalker","BA","6"
"1523","513499","skywalker","Bachelor’s Degree","6"
"1524","513500","skywalker",,
"1525","513501","skywalker",,
"1526","513502","skywalker","Bachelor’s Degree (in Tourism School)","6"
"1527","513503","skywalker",,
"1528","513504","skywalker",,
"1529","513505","skywalker",,
"1530","513506","skywalker",,
"1531","513507","skywalker",,
"1532","513508","skywalker",,
"1533","513509","skywalker",,
"1534","513510","skywalker",,
"1535","513511","skywalker",,
"1536","513512","skywalker",,
"1537","513513","skywalker",,
"1538","513514","skywalker",,
"1539","513515","skywalker",,
"1540","513516","skywalker",,
"1541","513517","skywalker",,
"1542","513518","skywalker",,
"1543","513519","skywalker","Certificate in Economics Administration or related field","3"
"1544","513520","skywalker",,
"1545","513521","skywalker",,
"1546","513522","skywalker",,
"1547","513523","skywalker","Lifeguard degree","3"
"1548","513524","skywalker","Degree in School of Cooking","3"
"1549","513525","skywalker",,
"1550","513526","skywalker","Degree in tourism-related studies","6"
"1551","513527","skywalker","Bachelors degree","6"
"1552","513528","skywalker","Unknown","0"
"1553","513529","skywalker","Bachelor’s Degree","6"
"1554","513530","skywalker","Bachelor's Degree","6"
"1555","513531","skywalker",,
"1556","513532","skywalker",,
"1557","513533","skywalker","Bachelor’s Degree (Tourist Education)","6"
"1558","513534","skywalker","Masters Degree","7"
"1559","513535","skywalker",,
"1560","513536","skywalker","Bachelor's Degree","6"
"1561","513537","skywalker","Bachelor’s Degree","6"
"1562","513538","skywalker","Bachelor’s Degree (in Tourist Direction)","6"
"1563","513539","skywalker",,
"1564","513540","skywalker",,
"1565","513541","skywalker","Higher education degree","6"
"1566","513542","skywalker","Graduate/Tourist School qualification","3"
"1567","513543","skywalker",,
"1568","513544","skywalker","High school diploma or equivalent","3"
"1569","513545","skywalker","Full time - rolling hours","5"
"1570","513546","skywalker",,
"1571","513547","skywalker","convention of indefinite time","0"
"1572","513548","skywalker","Convention of indefinite time - education not specified","5"
"1573","513549","skywalker",,
"1574","513550","skywalker",,
"1575","513551","skywalker","convention of indefinite time","0"
"1576","513552","skywalker","Degree/Diploma","6"
"1577","513553","skywalker","Bachelor’s Degree","6"
"1578","513554","skywalker",,
"1579","513555","skywalker","Bachelor's degree","6"
"1580","513556","skywalker",,
"1581","513557","skywalker",,
"1582","513558","skywalker",,
"1583","513564","skywalker",,
"1584","513565","skywalker","High School Diploma","3"
"1585","513583","skywalker","Bachelor’s Degree","6"
"1586","513588","skywalker",,
"1587","513597","skywalker",,
"1588","513611","skywalker","Degree in nursing or occupational health, Other higher/higher education degree","6"
"1589","513613","skywalker","Degree in Hotel Unit Management or related object","6"
"1590","513618","skywalker","Degree in Tourism School","3"
"1591","513627","skywalker",,
"1592","513628","skywalker","Not specified","0"
"1593","513629","skywalker",,
"1594","513632","skywalker","High School Diploma, Electrologist degree","3"
"1595","513633","skywalker","Bachelor’s Degree (in AEI/TEI Accounting or I EK Accounting)","6"
"1596","513634","skywalker","Degree in cultural arts","6"
"1597","513635","skywalker",,
"1598","513636","skywalker",,
"1599","513637","skywalker",,
"1600","513638","skywalker",,
"1601","513639","skywalker",,
"1602","513640","skywalker",,
"1603","513641","skywalker","Graduate / School of Tourism","6"
"1604","513642","skywalker","Higher Education Degree","6"
"1605","513643","skywalker",,
"1606","513644","skywalker","High School Diploma or higher (Bachelor's Degree in Tourism)","3"
"1607","513645","skywalker",,
"1608","513646","skywalker",,
"1609","513647","skywalker",,
"1610","513648","skywalker","Bachelor’s Degree (Mechanical Engineer/Electrical Engineering)","6"
"1611","513649","skywalker",,
"1612","513650","skywalker",,
"1613","513651","skywalker",,
"1614","513652","skywalker",,
"1615","513653","skywalker",,
"1616","513654","skywalker",,
"1617","513655","skywalker","Not specified","0"
"1618","513656","skywalker",,
"1619","513657","skywalker",,
"1620","513658","skywalker","Degree or Master's degree","7"
"1621","513659","skywalker","High School Diploma or equivalent","3"
"1622","513660","skywalker",,
"1623","513661","skywalker",,
"1624","513662","skywalker",,
"1625","513663","skywalker",,
"1626","513664","skywalker","High School Diploma","3"
"1627","513665","skywalker",,
"1628","513666","skywalker",,
"1629","513667","skywalker",,
"1630","513668","skywalker","Bachelor’s Degree","6"
"1631","513669","skywalker",,
"1632","513670","skywalker",,
"1633","513673","skywalker","Higher Education Degree","6"
"1634","513685","skywalker","Higher education degree","6"
"1635","513688","skywalker",,
"1636","405902","kariera","Not specified","0"
"1637","405903","kariera",,
"1638","405904","kariera",,
"1639","405905","kariera","Bachelor’s Degree or Master’s Degree","6"
"1640","405906","kariera","High School Diploma","3"
"1641","405907","kariera",,
"1642","405908","kariera",,
"1643","405909","kariera",,
"1644","405910","kariera","High School Diploma","3"
"1645","405911","kariera",,
"1646","405912","kariera",,
"1647","405913","kariera",,
"1648","405914","kariera","Degree in Technical Direction","6"
"1649","405915","kariera","High School Diploma","3"
"1650","405916","kariera",,
"1651","405917","kariera",,
"1652","405918","kariera",,
"1653","405919","kariera",,
"1654","405920","kariera",,
"1655","405921","kariera",,
"1656","405922","kariera",,
"1657","405923","kariera",,
"1658","405924","kariera","Bachelor's Degree (in Greek Tourism or abroad)","6"
"1659","405925","kariera","Higher Education Degree","6"
"1660","405926","kariera","Culinary degree or equivalent certification","5"
"1661","405927","kariera",,
"1662","405928","kariera","High School Diploma","3"
"1663","405929","kariera","Bachelor's Degree (from a bartender/barista school)","6"
"1664","405930","kariera",,
"1665","405931","kariera",,
"1666","405932","kariera","Culinary degree or equivalent certification","5"
"1667","405934","kariera","Higher or higher school degree","3"
"1668","406070","kariera",,
"1669","406122","kariera","Bachelor's Degree","6"
"1670","406123","kariera","Bachelor's Degree","6"
"1671","406124","kariera","Degree or Master's degree","7"
"1672","406125","kariera","High School Diploma","3"
"1673","406126","kariera",,
"1674","406127","kariera","High School Diploma","3"
"1675","406128","kariera","High School Diploma","3"
"1676","406129","kariera","High School Certificate","3"
"1677","406130","kariera",,
"1678","406131","kariera","High School Degree","3"
"1679","406132","kariera",,
"1680","406133","kariera",,
"1681","406134","kariera",,
"1682","406135","kariera","Bachelor’s Degree","6"
"1683","406136","kariera",,
"1684","406137","kariera","Degree in Hospitality","6"
"1685","406138","kariera",,
"1686","406139","kariera",,
"1687","406140","kariera","Bachelor's Degree or equivalent","6"
"1688","406141","kariera","High School Diploma or Bachelor’s Degree","3"
"1689","406142","kariera","Bachelor's Degree or equivalent","6"
"1690","406143","kariera",,
"1691","406144","kariera",,
"1692","406145","kariera","Bachelor’s Degree","6"
"1693","406146","kariera","Bachelor’s Degree","6"
"1694","406147","kariera",,
"1695","406148","kariera",,
"1696","406149","kariera",,
"1697","406150","kariera",,
"1698","406151","kariera","Bachelor's Degree","6"
"1699","406152","kariera","University degree","6"
"1700","406153","kariera","Bachelor’s Degree","6"
"1701","406342","kariera","High School Diploma or equivalent (Technical school/EPAL/EC degree)","3"
"1702","406343","kariera","High School Diploma","3"
"1703","406344","kariera","High School Diploma","3"
"1704","406345","kariera","High School Diploma or equivalent","3"
"1705","406346","kariera","High School Diploma or equivalent","3"
"1706","406347","kariera","Bachelor’s Degree","6"
"1707","406348","kariera","High School Diploma","3"
"1708","406349","kariera",,
"1709","406350","kariera","Bachelor’s Degree","6"
"1710","406351","kariera","Bachelor's or Master's degree","6"
"1711","406352","kariera","Higher Education Degree","6"
"1712","406353","kariera",,
"1713","406354","kariera",,
"1714","406355","kariera","Bachelor’s Degree (Mechanology/Chemical Mechanical)","6"
"1715","406356","kariera","High School Diploma","3"
"1716","406357","kariera","Bachelor's Degree","6"
"1717","406358","kariera",,
"1718","406359","kariera",,
"1719","406360","kariera",,
"1720","406361","kariera","High School Diploma or Equivalent","3"
"1721","406362","kariera",,
"1722","406363","kariera","ECDL degree","5"
"1723","406364","kariera","Bachelor’s Degree","6"
"1724","406365","kariera",,
"1725","406366","kariera",,
"1726","406367","kariera",,
"1727","406368","kariera","Diploma III Category","3"
"1728","406369","kariera","Bachelor’s Degree","6"
"1729","406370","kariera","High School Certificate","3"
"1730","406371","kariera","Higher or Private School Diploma","3"
"1731","406372","kariera","Bachelor's Degree","6"
"1732","406373","kariera","Degree in AEI/TSI with direction in Accounting Finance","6"
"1733","406374","kariera","Bachelor’s Degree or equivalent","6"
"1734","406375","kariera",,
"1735","406376","kariera",,
"1736","406377","kariera",,
"1737","406378","kariera","High School Diploma","3"
"1738","406379","kariera",,
"1739","406380","kariera",,
"1740","406381","kariera",,
"1741","406382","kariera",,
"1742","406383","kariera","High school graduate or higher","3"
"1743","406384","kariera","Tourist education/diploma/degree/studies","3"
"1744","406385","kariera",,
"1745","406386","kariera","Tourist education/diploma/graduate/studies","3"
"1746","406387","kariera",,
"1747","406388","kariera",,
"1748","406389","kariera",,
"1749","406390","kariera",,
"1750","406391","kariera",,
"1751","406392","kariera","Tourism education/diploma/degree/studies","3"
"1752","406393","kariera","High School Diploma or equivalent","3"
"1753","406394","kariera",,
"1754","406395","kariera",,
"1755","406396","kariera",,
"1756","406397","kariera","Diploma","3"
"1757","406398","kariera","High School Diploma or equivalent","3"
"1758","406399","kariera",,
"1759","406400","kariera",,
"1760","406401","kariera",,
"1761","406402","kariera",,
"1762","406403","kariera","High school diploma not required","3"
"1763","406404","kariera","Bachelor's Degree","6"
"1764","406405","kariera",,
"1765","406406","kariera","High School Diploma (not specified as a requirement)","3"
"1766","406407","kariera","No degree required","0"
"1767","406408","kariera",,
"1768","406409","kariera","Bachelor's Degree","6"
"1769","406410","kariera","Bachelor's Degree","6"
"1770","406411","kariera","Bachelor's Degree","6"
"1771","406412","kariera","Bachelor's Degree","6"
"1772","406413","kariera","Optional: Electrologist degree, T.E.I.","5"
"1773","406414","kariera",,
"1774","406415","kariera","Diploma or equivalent","3"
"1775","406416","kariera","Secondary School Certificate","3"
"1776","406417","kariera","Bachelor’s Degree","6"
"1777","406418","kariera",,
"1778","406419","kariera",,
"1779","406420","kariera","Bachelor’s Degree","6"
"1780","406421","kariera","Graduate in Technical School","5"
"1781","406422","kariera",,
"1782","406423","kariera",,
"1783","406424","kariera","High School Diploma","3"
"1784","406425","kariera","Bachelor's Degree","6"
"1785","406426","kariera",,
"1786","406427","kariera",,
"1787","406428","kariera",,
"1788","406429","kariera","Degree in Electrical Engineering or other technical school of electrology specialization","6"
"1789","406430","kariera","Bachelor’s Degree (Mechanical Engineering)","6"
"1790","406431","kariera","ATEI degree from technical schools","5"
"1791","406432","kariera",,
"1792","406433","kariera","Higher Education or Higher School Diploma","6"
"1793","406434","kariera",,
"1794","406435","kariera",,
"1795","406436","kariera","Bachelor's Degree or higher","6"
"1796","406437","kariera",,
"1797","406438","kariera",,
"1798","406439","kariera","Bachelor's Degree","6"
"1799","406440","kariera","Bachelor's Degree","6"
"1800","406441","kariera",,
"1801","406442","kariera","Higher Education or Higher School","6"
"1802","406443","kariera","Metalyceian education school","3"
"1803","406444","kariera","Bachelor’s Degree","6"
"1804","406445","kariera",,
"1805","406446","kariera","Iek level","3"
"1806","406447","kariera",,
"1807","406448","kariera","High School Diploma","3"
"1808","406449","kariera",,
"1809","406450","kariera","Degree in Accounting and Economic Guidance Class III","3"
"1810","406451","kariera","TEI/AEI degree","6"
"1811","406452","kariera","Bachelor's Degree or equivalent","6"
"1812","406453","kariera","Degree/Diploma in Hotel Management","6"
"1813","406454","kariera","Degree (S.A. I T.E. I.E.K.)","6"
"1814","406455","kariera","Bachelor’s Degree or higher in Chemical Engineering / Mining / Engineering or related fields","6"
"1815","406456","kariera",,
"1816","406457","kariera",,
"1817","406458","kariera","High School Diploma","3"
"1818","406459","kariera","Degree required","6"
"1819","406460","kariera",,
"1820","406461","kariera",,
"1821","406462","kariera","Bachelor’s Degree","6"
"1822","406463","kariera",,
"1823","406464","kariera",,
"1824","406465","kariera","Secondary or Higher Education","3"
"1825","406466","kariera",,
"1826","406467","kariera",,
"1827","406468","kariera","Secondary or Higher Education","3"
"1828","406469","kariera",,
"1829","406470","kariera","Bachelor's Degree or higher","6"
"1830","406471","kariera",,
"1831","406472","kariera",,
"1832","406473","kariera",,
"1833","406474","kariera",,
"1834","406475","kariera","Bachelor’s Degree (IEC/TEI graduate)","6"
"1835","406476","kariera",,
"1836","406477","kariera","Bachelor’s Degree","6"
"1837","406478","kariera","Bachelor's Degree","6"
"1838","406479","kariera","Graduate/Tourist or Cooking School degree","4"
"1839","406480","kariera","Higher or Higher Education Degree","6"
"1840","406481","kariera",,
"1841","406482","kariera","Higher Education Degree","6"
"1842","406483","kariera","Bachelor's Degree (graduate in cooking school)","6"
"1843","406484","kariera",,
"1844","406485","kariera","High School Diploma (Hsap 608)","3"
"1845","406486","kariera","Higher Education or Higher School","6"
"1846","406487","kariera","High School Diploma","3"
"1847","406488","kariera",,
"1848","406489","kariera",,
"1849","406490","kariera","Bachelor’s Degree","6"
"1850","406491","kariera","BSC degree","6"
"1851","406492","kariera","Graduated HEI/TEI in an economic/accounting direction","6"
"1852","406493","kariera","Bachelor’s Degree","6"
"1853","406494","kariera",,
"1854","406495","kariera",,
"1855","406496","kariera",,
"1856","406497","kariera","Bachelors degree","6"
"1857","406498","kariera","High School Diploma or equivalent","3"
"1858","406499","kariera","Bachelor's Degree","6"
"1859","406500","kariera","Degree in Political Engineering (A.E. I.)","6"
"1860","406501","kariera",,
"1861","406502","kariera",,
"1862","406503","kariera","Bachelor’s Degree (in Cultural Arts)","6"
"1863","406504","kariera","Bachelor's Degree (IEK/AEI)","6"
"1864","406505","kariera",,
"1865","406506","kariera",,
"1866","406507","kariera","Bachelor's Degree or higher in Tourism-related Studies","6"
"1867","406508","kariera","Higher education","6"
"1868","406509","kariera",,
"1869","406510","kariera",,
"1870","406511","kariera","Graduate in higher or higher schools","6"
"1871","406512","kariera",,
"1872","406513","kariera","Bachelor’s Degree (School of Tourism Professionals)","6"
"1873","406514","kariera","Degree or diploma in a relevant cognitive field or proven relative experience","6"
"1874","406515","kariera","High School Diploma","3"
"1875","406516","kariera","High school diploma (alumni of higher education)","3"
"1876","406517","kariera","High School Diploma or equivalent (Tourist School)","3"
"1877","406518","kariera","High School Diploma or Technical School Graduate","3"
"1878","406519","kariera",,
"1879","406520","kariera","Bachelor’s Degree (tourism school)","6"
"1880","406521","kariera","Bachelor’s Degree (tourism school)","6"
"1881","406522","kariera",,
"1882","406523","kariera",,
"1883","406524","kariera","Bachelor's Degree (AEI/TEI)","6"
"1884","406525","kariera","Tourist school graduate","3"
"1885","406526","kariera","Bachelor's Degree","6"
"1886","406527","kariera","Graduate in higher or higher schools","6"
"1887","406528","kariera","Degree in relevant specialty (AEI/TEI/IKE)","6"
"1888","406529","kariera",,
"1889","406530","kariera",,
"1890","406531","kariera","HEI/TEI/IEC graduates","6"
"1891","406532","kariera",,
"1892","406533","kariera","High School Diploma or equivalent","3"
